sample_id,taxon,saliva_relative_abundance,stool_relative_abundance,fused_raw_abundance,model_abundance
S624,Fusobacterium,0.0567612078,0.0000048878,0.0378424345,0.7516604167
S624,Porphyromonas,0.0394146678,0.0000819503,0.0267266944,0.4418280000
S624,Prevotella,0.2539957641,0.0001660432,0.1503188359,0.7668223333
S624,Streptococcus,0.1140146319,0.0000240947,0.0591302992,0.1941463333
S624,Lactobacillus,0.0000040727,0.0000000848,0.0000021274,0.0562000000
S625,Fusobacterium,0.0612514075,0.0000079895,0.0408369348,0.7994148056
S625,Porphyromonas,0.2434827044,0.0000159308,0.1649450355,1.0000000000
S625,Prevotella,0.0660921113,0.0006543035,0.0393639926,0.2507377778
S625,Streptococcus,0.1384921861,0.0029142270,0.0732139095,0.2621000000
S625,Lactobacillus,0.0000039566,0.0000178663,0.0000107418,0.1897470000
S626,Fusobacterium,0.0515266663,0.0000095347,0.0343542891,0.6908566111
S626,Porphyromonas,0.0740847054,0.0000648697,0.0502073390,0.6011000000
S626,Prevotella,0.1028971585,0.0009854888,0.0612712653,0.3838000000
S626,Streptococcus,0.3275688515,0.0022658432,0.1709414771,0.6135265278
S626,Lactobacillus,0.0000465991,0.0001354069,0.0000899200,0.5724345833
S627,Fusobacterium,0.0182723554,0.0000171163,0.0121872757,0.1465000000
S627,Porphyromonas,0.0512697735,0.0000299825,0.0347408086,0.4996549722
S627,Prevotella,0.0189138330,0.0000894712,0.0112250091,0.1268951111
S627,Streptococcus,0.4719378971,0.0478463441,0.2677456679,0.8254295556
S627,Lactobacillus,0.0004992494,0.0040478339,0.0022302662,1.0000000000
S628,Fusobacterium,0.0351758258,0.0001064125,0.0234860214,0.4817040278
S628,Porphyromonas,0.1151764352,0.0000715774,0.0780458359,0.7302820833
S628,Prevotella,0.0572801669,0.0041545641,0.0355809770,0.2207651389
S628,Streptococcus,0.3189635477,0.0246337695,0.1772492100,0.6341231389
S628,Lactobacillus,0.0000098942,0.0001322802,0.0000695947,0.5150832222
S629,Fusobacterium,0.0419404600,0.0000327047,0.0279712082,0.5862900000
S629,Porphyromonas,0.0683906191,0.0000477201,0.0463445227,0.5736000000
S629,Prevotella,0.1824818390,0.0004341047,0.1081243137,0.6181000000
S629,Streptococcus,0.2382901470,0.0041861347,0.1255734004,0.4623000000
S629,Lactobacillus,0.0000173910,0.0000212677,0.0000192821,0.2551539444
S630,Fusobacterium,0.0337525505,0.0005116762,0.0226722591,0.4643277222
S630,Porphyromonas,0.0744982118,0.0001800713,0.0505246181,0.6024104167
S630,Prevotella,0.0856813848,0.0004482296,0.0508678425,0.3160840833
S630,Streptococcus,0.2896392745,0.0101822476,0.1550858912,0.5584253333
S630,Lactobacillus,0.0000297455,0.0000227523,0.0000263342,0.3042388333
S631,Fusobacterium,0.0561941411,0.0000182548,0.0374688457,0.7458000000
S631,Porphyromonas,0.0442398407,0.0000705260,0.0299916747,0.4630030556
S631,Prevotella,0.1708783436,0.0002167728,0.1011715048,0.5904367500
S631,Streptococcus,0.2338177556,0.0017127472,0.1220634923,0.4500614444
S631,Lactobacillus,0.0000293832,0.0000096309,0.0000197479,0.2595825000
S632,Fusobacterium,0.0543570875,0.0000309698,0.0362483816,0.7253474444
S632,Porphyromonas,0.0639837263,0.0001490685,0.0433919012,0.5554446944
S632,Prevotella,0.0841026987,0.0002941622,0.0498710430,0.3123000000
S632,Streptococcus,0.3014656917,0.0008739875,0.1567363526,0.5649000000
S632,Lactobacillus,0.0000646119,0.0000248246,0.0000452035,0.4125000000
S633,Fusobacterium,0.0962741089,0.0006745475,0.0644075884,1.0000000000
S633,Porphyromonas,0.0733432462,0.0006418478,0.0498911822,0.5990374167
S633,Prevotella,0.1028537929,0.0016199755,0.0615047689,0.3848481111
S633,Streptococcus,0.2239942389,0.0005574087,0.1164135429,0.4297272222
S633,Lactobacillus,0.0000930738,0.0000340840,0.0000642983,0.4968439444
S634,Fusobacterium,0.0267021765,0.0005689445,0.0179910992,0.3395796944
S634,Porphyromonas,0.0041514333,0.0000527483,0.0028292768,0.1385913333
S634,Prevotella,0.2546852420,0.0001607159,0.1507245201,0.7680221111
S634,Streptococcus,0.1440724084,0.0077249920,0.0784236524,0.2812000000
S634,Lactobacillus,0.0000551115,0.0000091387,0.0000326857,0.3525000000
S635,Fusobacterium,0.0217469093,0.0000242757,0.0145060315,0.2458790000
S635,Porphyromonas,0.0205649514,0.0000133990,0.0139354184,0.3446578889
S635,Prevotella,0.0889667006,0.0019819423,0.0534377148,0.3314000000
S635,Streptococcus,0.4448772575,0.0818138448,0.2700689477,0.8269250833
S635,Lactobacillus,0.0001655862,0.0073472016,0.0036688132,1.0000000000
S636,Fusobacterium,0.0389733951,0.0000054850,0.0259840918,0.5397000000
S636,Porphyromonas,0.1048189113,0.0000252775,0.0710145133,0.6971000000
S636,Prevotella,0.0981071717,0.0006137749,0.0582859251,0.3610549444
S636,Streptococcus,0.2602135724,0.0007058354,0.1352654027,0.4922521667
S636,Lactobacillus,0.0000029007,0.0000021175,0.0000025187,0.0773865556
S637,Fusobacterium,0.0437147020,0.0008244735,0.0294179592,0.6083415000
S637,Porphyromonas,0.1630491878,0.0000786762,0.1104780550,0.8595197778
S637,Prevotella,0.0512752929,0.0223652612,0.0394669701,0.2512731667
S637,Streptococcus,0.2256470400,0.0066245112,0.1201917484,0.4429000000
S637,Lactobacillus,0.0000049899,0.0001119303,0.0000571560,0.4662883333
S638,Fusobacterium,0.0277105367,0.0000160700,0.0184790478,0.3534777778
S638,Porphyromonas,0.0208784514,0.0000076584,0.0141459375,0.3466574444
S638,Prevotella,0.2026025936,0.0014017532,0.1204219687,0.6689948889
S638,Streptococcus,0.3245639292,0.0690120824,0.2015204474,0.7021267222
S638,Lactobacillus,0.0001136080,0.0037820193,0.0019030769,1.0000000000
S639,Fusobacterium,0.0612862983,0.0000258276,0.0408661414,0.7995147778
S639,Porphyromonas,0.0671375004,0.0000362994,0.0454919516,0.5695000000
S639,Prevotella,0.1624589538,0.0005523043,0.0963280688,0.5674642222
S639,Streptococcus,0.2365479800,0.0050330890,0.1250778473,0.4606590833
S639,Lactobacillus,0.0000315657,0.0000697483,0.0000501913,0.4342019444
S640,Fusobacterium,0.0191978135,0.0000412396,0.0128122889,0.1730203333
S640,Porphyromonas,0.0324834915,0.0000108642,0.0220084505,0.4089695556
S640,Prevotella,0.1116128645,0.0157864509,0.0724724983,0.4530518889
S640,Streptococcus,0.3525444417,0.0521874399,0.2079281075,0.7210112778
S640,Lactobacillus,0.0000067023,0.0006831721,0.0003366875,0.7935413333
S641,Fusobacterium,0.0397080454,0.0001257484,0.0265139464,0.5555496667
S641,Porphyromonas,0.0912356118,0.0000691743,0.0618270836,0.6562272500
S641,Prevotella,0.1012459349,0.0008036604,0.0602202172,0.3769000000
S641,Streptococcus,0.2676668041,0.0043590638,0.1408890032,0.5148475278
S641,Lactobacillus,0.0000142518,0.0000232225,0.0000186277,0.2495558333
S642,Fusobacterium,0.0555823863,0.0117254973,0.0409634233,0.8012145556
S642,Porphyromonas,0.0332953261,0.0010320074,0.0228878040,0.4158427778
S642,Prevotella,0.0840943992,0.0073303019,0.0527400496,0.3256651667
S642,Streptococcus,0.2918806157,0.0038632935,0.1532056087,0.5524388611
S642,Lactobacillus,0.0000670605,0.0000534391,0.0000604159,0.4813908333
S643,Fusobacterium,0.0335215075,0.0000021385,0.0223483845,0.4539650556
S643,Porphyromonas,0.0088582312,0.0000256092,0.0060089983,0.2264820556
S643,Prevotella,0.1583080496,0.0000261510,0.0936576967,0.5565728889
S643,Streptococcus,0.2981524394,0.0001175031,0.1546541368,0.5568379167
S643,Lactobacillus,0.0001509098,0.0000076836,0.0000810434,0.5495000000
S644,Fusobacterium,0.0259403722,0.0000220558,0.0173009334,0.3207817222
S644,Porphyromonas,0.0941908067,0.0000470880,0.0638218652,0.6652000000
S644,Prevotella,0.0498996555,0.0006125955,0.0297683212,0.1986946389
S644,Streptococcus,0.3864519951,0.0217526773,0.2108560273,0.7280000000
S644,Lactobacillus,0.0000416623,0.0003091677,0.0001721527,0.7049192500
S645,Fusobacterium,0.0115623040,0.0000033691,0.0077093257,0.0000000000
S645,Porphyromonas,0.0011596657,0.0000027537,0.0007864683,0.0000000000
S645,Prevotella,0.3575071816,0.0000021290,0.2114839911,1.0000000000
S645,Streptococcus,0.0456733573,0.0007289584,0.0240334615,0.0000000000
S645,Lactobacillus,0.0000385233,0.0000019412,0.0000206784,0.2666753056
S646,Fusobacterium,0.0464851762,0.0000096300,0.0309933274,0.6394370000
S646,Porphyromonas,0.0339900138,0.0000612555,0.0230452531,0.4172735556
S646,Prevotella,0.3050339410,0.0016776850,0.1811278646,0.8592085556
S646,Streptococcus,0.1402181939,0.0003212155,0.0728603895,0.2600366111
S646,Lactobacillus,0.0000031715,0.0000020968,0.0000026472,0.0826711111
S647,Fusobacterium,0.0273235891,0.0002375116,0.0182948966,0.3494000000
S647,Porphyromonas,0.0213315568,0.0001297932,0.0144922782,0.3485350000
S647,Prevotella,0.2567832393,0.0002911112,0.1520188490,0.7702427778
S647,Streptococcus,0.2102622135,0.0003392880,0.1091882123,0.4028418333
S647,Lactobacillus,0.0000229316,0.0000028192,0.0000131207,0.2116000000
S648,Fusobacterium,0.0605178968,0.0000206911,0.0403521616,0.7905472500
S648,Porphyromonas,0.0900965779,0.0000305028,0.0610430053,0.6537276389
S648,Prevotella,0.1848509950,0.0032041208,0.1106572013,0.6274000000
S648,Streptococcus,0.1915319350,0.0028168732,0.1006691275,0.3713536111
S648,Lactobacillus,0.0000054962,0.0000324799,0.0000186590,0.2497778611
S649,Fusobacterium,0.0285791444,0.0000002809,0.0190528565,0.3718756111
S649,Porphyromonas,0.0092394829,0.0000045657,0.0062604774,0.2315811111
S649,Prevotella,0.2089728987,0.0000011838,0.1236182546,0.6825219444
S649,Streptococcus,0.2484881197,0.0001725947,0.1289287928,0.4729000000
S649,Lactobacillus,0.0005053502,0.0000190640,0.0002681374,0.7708880833
S650,Fusobacterium,0.0453984623,0.0000026884,0.0302665377,0.6258169167
S650,Porphyromonas,0.0514426277,0.0000082083,0.0348508795,0.5006096111
S650,Prevotella,0.2899223359,0.0000860785,0.1715385124,0.8257062222
S650,Streptococcus,0.1032270279,0.0006041114,0.0538159940,0.1565970833
S650,Lactobacillus,0.0000147016,0.0000129537,0.0000138490,0.2177495000
S651,Fusobacterium,0.0730173366,0.0000125651,0.0486824127,0.9176000000
S651,Porphyromonas,0.1190154770,0.0000215851,0.0806303506,0.7401000000
S651,Prevotella,0.1454120642,0.0006926580,0.0863013208,0.5198507778
S651,Streptococcus,0.1007330763,0.0001494451,0.0523039205,0.1434851667
S651,Lactobacillus,0.0000010634,0.0000004024,0.0000007409,0.0000000000
S652,Fusobacterium,0.0342234284,0.0002128891,0.0228865819,0.4685000000
S652,Porphyromonas,0.0507568612,0.0000957656,0.0344145723,0.4975000000
S652,Prevotella,0.1381043081,0.0140830703,0.0874477462,0.5253993889
S652,Streptococcus,0.2834107860,0.0336674821,0.1631640101,0.5920000000
S652,Lactobacillus,0.0000049793,0.0000694590,0.0000364328,0.3717000000
S653,Fusobacterium,0.0837530576,0.0049870239,0.0574977131,1.0000000000
S653,Porphyromonas,0.0923829798,0.0002307975,0.0626564693,0.6595266389
S653,Prevotella,0.1482413684,0.0006695067,0.0879655375,0.5278491944
S653,Streptococcus,0.0982708361,0.0043180102,0.0530342903,0.1469920833
S653,Lactobacillus,0.0000319296,0.0000155339,0.0000239317,0.2893000000
S654,Fusobacterium,0.0343755254,0.0000034244,0.0229181584,0.4689629167
S654,Porphyromonas,0.0532670398,0.0000116923,0.0360878954,0.5103060556
S654,Prevotella,0.2705071604,0.0002553522,0.1601226190,0.7916257500
S654,Streptococcus,0.1662578610,0.0013324395,0.0868493248,0.3192701111
S654,Lactobacillus,0.0000042122,0.0000037632,0.0000039932,0.1186824167
S655,Fusobacterium,0.0270342284,0.0000342687,0.0180342418,0.3407795000
S655,Porphyromonas,0.0226397364,0.0002225355,0.0154083813,0.3586000000
S655,Prevotella,0.0758688859,0.0001177565,0.0449282837,0.2886504444
S655,Streptococcus,0.3772883103,0.0007281843,0.1959815830,0.6837000000
S655,Lactobacillus,0.0001155832,0.0000167362,0.0000673651,0.5052427222
S656,Fusobacterium,0.0512080510,0.0000006211,0.0341389077,0.6873577778
S656,Porphyromonas,0.0738540656,0.0000025077,0.0500309824,0.5998373333
S656,Prevotella,0.2268997638,0.0006071550,0.1344703884,0.7227667778
S656,Streptococcus,0.1190594836,0.0023067495,0.0628452042,0.2131888333
S656,Lactobacillus,0.0000107528,0.0002132906,0.0001095517,0.6171292778
S657,Fusobacterium,0.0151642096,0.0000702784,0.0101328992,0.0576595000
S657,Porphyromonas,0.0500319989,0.0002068503,0.0339593703,0.4941560000
S657,Prevotella,0.0104194398,0.0013987620,0.0067349376,0.1041525556
S657,Streptococcus,0.4244818548,0.0312821624,0.2351634844,0.7659197500
S657,Lactobacillus,0.0000402869,0.0003285912,0.0001809232,0.7114552500
S658,Fusobacterium,0.0398893931,0.0000185961,0.0265991274,0.5582970000
S658,Porphyromonas,0.0801786035,0.0000104043,0.0543178941,0.6206000833
S658,Prevotella,0.1860817479,0.0000634860,0.1101024578,0.6245306667
S658,Streptococcus,0.2073336340,0.0345464270,0.1241397936,0.4587000000
S658,Lactobacillus,0.0001349310,0.0005131600,0.0003194330,0.7884216111
S659,Fusobacterium,0.0206200778,0.0003127299,0.0138509618,0.2175910000
S659,Porphyromonas,0.0045409556,0.0009044893,0.0033679020,0.1485705000
S659,Prevotella,0.0879568761,0.0003879780,0.0521892980,0.3224831111
S659,Streptococcus,0.3855308202,0.0002415892,0.2000211905,0.6970139444
S659,Lactobacillus,0.0003134254,0.0000204376,0.0001705045,0.7039193889
S660,Fusobacterium,0.0366681180,0.0000077532,0.0244479964,0.5015576111
S660,Porphyromonas,0.0293648117,0.0000120234,0.0198961703,0.3939000000
S660,Prevotella,0.2091747760,0.0000079299,0.1237404304,0.6827000000
S660,Streptococcus,0.2678155936,0.0010134829,0.1393553181,0.5082000000
S660,Lactobacillus,0.0007926113,0.0001982553,0.0005026816,0.8315071944
S661,Fusobacterium,0.0678463594,0.0000129089,0.0452352092,0.8646341111
S661,Porphyromonas,0.1030452412,0.0000210985,0.0698116468,0.6918861111
S661,Prevotella,0.1632284694,0.0009547507,0.0969476547,0.5705810556
S661,Streptococcus,0.1839449960,0.0012768672,0.0959936747,0.3514802500
S661,Lactobacillus,0.0000086813,0.0000222379,0.0000152943,0.2253634444
S662,Fusobacterium,0.0314628912,0.0000006187,0.0209754670,0.4209390000
S662,Porphyromonas,0.0102698527,0.0000053085,0.0069587094,0.2497000000
S662,Prevotella,0.3836503487,0.0000044888,0.2269499270,1.0000000000
S662,Streptococcus,0.1206655072,0.0000245673,0.0625791287,0.2128834167
S662,Lactobacillus,0.0000625605,0.0000018892,0.0000329647,0.3562624444
S663,Fusobacterium,0.0221397626,0.0000070921,0.0147622057,0.2570646667
S663,Porphyromonas,0.0045680350,0.0000691435,0.0031167797,0.1448206667
S663,Prevotella,0.0926348886,0.0000521622,0.0548194088,0.3404000000
S663,Streptococcus,0.3555036066,0.0000442338,0.1843565011,0.6535395556
S663,Lactobacillus,0.0001625721,0.0000043222,0.0000853771,0.5594000000
S664,Fusobacterium,0.0571772605,0.0000051653,0.0381198954,0.7550588333
S664,Porphyromonas,0.0693691856,0.0000530718,0.0470091489,0.5794000000
S664,Prevotella,0.1092566634,0.0005688867,0.0648630645,0.4094000000
S664,Streptococcus,0.3094513192,0.0014013271,0.1611309526,0.5826000000
S664,Lactobacillus,0.0001196835,0.0003276687,0.0002211397,0.7483901667
S665,Fusobacterium,0.0328035111,0.0000151261,0.0218740494,0.4431000000
S665,Porphyromonas,0.0696529425,0.0000192224,0.0471904522,0.5812000000
S665,Prevotella,0.2018776027,0.0004860907,0.1196190978,0.6655486667
S665,Streptococcus,0.1892436954,0.0048429840,0.1004581677,0.3703000000
S665,Lactobacillus,0.0000020925,0.0000021928,0.0000021414,0.0564918333
S666,Fusobacterium,0.0256342354,0.0004216348,0.0172300352,0.3198637222
S666,Porphyromonas,0.0513469720,0.0001239427,0.0348234142,0.5004096667
S666,Prevotella,0.1548026758,0.0004559680,0.0917596543,0.5491134444
S666,Streptococcus,0.2784502274,0.0213663917,0.1546691213,0.5570894444
S666,Lactobacillus,0.0000389240,0.0000432246,0.0000410219,0.3937833333
S667,Fusobacterium,0.0756809850,0.0040399055,0.0518006252,0.9578122222
S667,Porphyromonas,0.1062099788,0.0005676991,0.0721318241,0.7008600000
S667,Prevotella,0.1104560246,0.0005799362,0.0655770589,0.4132393333
S667,Streptococcus,0.1159973954,0.0009157471,0.0605877129,0.2011951111
S667,Lactobacillus,0.0000416394,0.0000086739,0.0000255587,0.2992000000
S668,Fusobacterium,0.0552757022,0.0000469660,0.0368661234,0.7391659167
S668,Porphyromonas,0.1290626807,0.0000311368,0.0874396020,0.7704116389
S668,Prevotella,0.1286474242,0.0093074015,0.0799029079,0.4944110556
S668,Streptococcus,0.2134184481,0.0118096696,0.1163475548,0.4292964167
S668,Lactobacillus,0.0000037334,0.0000841724,0.0000429720,0.4029102778
S669,Fusobacterium,0.0468697134,0.0043619962,0.0327004744,0.6648000000
S669,Porphyromonas,0.0462756730,0.0008494063,0.0316220385,0.4755764167
S669,Prevotella,0.1333317109,0.0005695994,0.0791049329,0.4883563889
S669,Streptococcus,0.2214387375,0.0016965266,0.1156369323,0.4262000000
S669,Lactobacillus,0.0000249831,0.0000018634,0.0000137052,0.2166000000
S670,Fusobacterium,0.0548760419,0.0000285716,0.0365935518,0.7319907778
S670,Porphyromonas,0.1640694287,0.0000376260,0.1111559440,0.8612595000
S670,Prevotella,0.0618994981,0.0006364837,0.0368765767,0.2274775833
S670,Streptococcus,0.2650339979,0.0161758767,0.1452134210,0.5268341667
S670,Lactobacillus,0.0000468384,0.0004031378,0.0002206430,0.7474150833
S671,Fusobacterium,0.0498208236,0.0002967235,0.0333127902,0.6720177778
S671,Porphyromonas,0.0751668466,0.0000840879,0.0509466018,0.6047363056
S671,Prevotella,0.1720974343,0.0228330926,0.1111303088,0.6291000000
S671,Streptococcus,0.1775934236,0.0845417804,0.1327907806,0.4849538611
S671,Lactobacillus,0.0000086659,0.0003870015,0.0001932198,0.7238211389
S672,Fusobacterium,0.0382144367,0.0000098010,0.0254795582,0.5258154444
S672,Porphyromonas,0.1420229693,0.0000128840,0.0962132644,0.8053175000
S672,Prevotella,0.0707723540,0.0030269962,0.0431017149,0.2760889444
S672,Streptococcus,0.2784632582,0.0148335900,0.1515304550,0.5450000000
S672,Lactobacillus,0.0000027976,0.0000478122,0.0000247559,0.2949711944
S673,Fusobacterium,0.0696461315,0.0001217199,0.0464713276,0.8822499722
S673,Porphyromonas,0.1135934891,0.0003096393,0.0770503117,0.7255170556
S673,Prevotella,0.0560483868,0.0002521635,0.0332583801,0.2118420000
S673,Streptococcus,0.2304250564,0.0013729343,0.1201407013,0.4425000000
S673,Lactobacillus,0.0000863014,0.0000292789,0.0000584855,0.4720255000
S674,Fusobacterium,0.0506432964,0.0000005014,0.0337623647,0.6801895833
S674,Porphyromonas,0.0806452608,0.0000012690,0.0546310699,0.6228000000
S674,Prevotella,0.1803790146,0.0000088801,0.1067067061,0.6109327778
S674,Streptococcus,0.1929556096,0.0023058835,0.1011612970,0.3726764722
S674,Lactobacillus,0.0001017289,0.0001337679,0.0001173577,0.6276377778
S675,Fusobacterium,0.0627110640,0.0000264588,0.0418161956,0.8131257778
S675,Porphyromonas,0.2207659907,0.0000364222,0.1495629041,0.9786523889
S675,Prevotella,0.0675660550,0.0015172435,0.0405883715,0.2572715833
S675,Streptococcus,0.1492504340,0.0047322285,0.0796675943,0.2879000000
S675,Lactobacillus,0.0000082738,0.0000711365,0.0000389385,0.3841000000
S676,Fusobacterium,0.0342715337,0.0070183999,0.0251871557,0.5193645000
S676,Porphyromonas,0.0234525150,0.0004633857,0.0160366669,0.3622825000
S676,Prevotella,0.1225051530,0.0015310925,0.0730932128,0.4546000000
S676,Streptococcus,0.2946125075,0.0107811909,0.1579529847,0.5711000000
S676,Lactobacillus,0.0000919038,0.0000505455,0.0000717290,0.5259625556
S677,Fusobacterium,0.0347804240,0.0000086024,0.0231898168,0.4730620278
S677,Porphyromonas,0.0211092326,0.0000184697,0.0143057607,0.3474000000
S677,Prevotella,0.1490626992,0.0002835309,0.0882937431,0.5295464167
S677,Streptococcus,0.3261216992,0.0022291944,0.1701734561,0.6108000000
S677,Lactobacillus,0.0000885986,0.0001682732,0.0001274642,0.6444767500
S678,Fusobacterium,0.0633317177,0.0000082234,0.0422238862,0.8197242222
S678,Porphyromonas,0.0977219089,0.0000116830,0.0662024812,0.6746239444
S678,Prevotella,0.1785420072,0.0002095068,0.1057019719,0.6059335556
S678,Streptococcus,0.1847955149,0.0073798396,0.0993731527,0.3653000000
S678,Lactobacillus,0.0000364199,0.0001384697,0.0000862003,0.5614073333
S679,Fusobacterium,0.0628403454,0.0000120762,0.0418975890,0.8138000000
S679,Porphyromonas,0.1509172470,0.0000103492,0.1022376025,0.8225070556
S679,Prevotella,0.1429875282,0.0041515216,0.0862798635,0.5197016111
S679,Streptococcus,0.1238049969,0.0071967182,0.0676602701,0.2338859444
S679,Lactobacillus,0.0000014037,0.0000272582,0.0000140156,0.2183000000
S680,Fusobacterium,0.0543807863,0.0000047711,0.0362554479,0.7255236667
S680,Porphyromonas,0.1463137438,0.0000078654,0.0991182991,0.8121000000
S680,Prevotella,0.1485411312,0.0020326582,0.0886996422,0.5316000000
S680,Streptococcus,0.1882190857,0.0078416614,0.1013706962,0.3744525556
S680,Lactobacillus,0.0000046187,0.0000918126,0.0000471523,0.4209058333
S681,Fusobacterium,0.0222562198,0.0000022263,0.0148382220,0.2629637500
S681,Porphyromonas,0.0229191741,0.0000014484,0.0155263594,0.3593537778
S681,Prevotella,0.2498729539,0.0002001714,0.1478939301,0.7617000000
S681,Streptococcus,0.2376256443,0.0026119883,0.1244709210,0.4592000000
S681,Lactobacillus,0.0000163345,0.0000863474,0.0000504872,0.4360507222
S682,Fusobacterium,0.0296952591,0.0000308810,0.0198071331,0.3931730833
S682,Porphyromonas,0.0218568519,0.0001390103,0.0148510965,0.3515777222
S682,Prevotella,0.0983070619,0.0007732040,0.0584692890,0.3617773333
S682,Streptococcus,0.3834968888,0.0212657252,0.2090892915,0.7245217222
S682,Lactobacillus,0.0000707205,0.0001300735,0.0000996731,0.6017314444
S683,Fusobacterium,0.0523387681,0.0000475547,0.0349083636,0.7016268056
S683,Porphyromonas,0.1500137133,0.0000171916,0.1016277385,0.8200144444
S683,Prevotella,0.0963208996,0.0057257114,0.0593172312,0.3690000000
S683,Streptococcus,0.2414431817,0.0176677771,0.1336994684,0.4874600833
S683,Lactobacillus,0.0000111133,0.0004749120,0.0002373566,0.7559571111
S684,Fusobacterium,0.0561247227,0.0002685938,0.0375060131,0.7468414444
S684,Porphyromonas,0.1214416014,0.0001579870,0.0823178548,0.7479716667
S684,Prevotella,0.1087245798,0.0046473826,0.0662141753,0.4190688889
S684,Streptococcus,0.2420177382,0.0125839165,0.1315496018,0.4814547222
S684,Lactobacillus,0.0000115521,0.0000626491,0.0000364775,0.3717599722
S685,Fusobacterium,0.0208465382,0.0001828246,0.0139586337,0.2224906667
S685,Porphyromonas,0.0333216278,0.0000274066,0.0225815565,0.4141750000
S685,Prevotella,0.1107416392,0.0174458526,0.0726349095,0.4532628889
S685,Streptococcus,0.3588231782,0.0930876055,0.2308764210,0.7587148333
S685,Lactobacillus,0.0000148190,0.0012136168,0.0005995984,0.8508184167
S686,Fusobacterium,0.0616527807,0.0000710400,0.0411255338,0.8036141667
S686,Porphyromonas,0.1225668261,0.0000823676,0.0830557105,0.7527415833
S686,Prevotella,0.1128203870,0.0023243245,0.0676881924,0.4265000000
S686,Streptococcus,0.2430943301,0.0084018775,0.1300942603,0.4762559722
S686,Lactobacillus,0.0000190283,0.0001089393,0.0000628873,0.4924333333
S687,Fusobacterium,0.0215551054,0.0000016823,0.0143706310,0.2386788889
S687,Porphyromonas,0.0076743316,0.0000478104,0.0052141634,0.2102364444
S687,Prevotella,0.0794604611,0.0000040060,0.0470064161,0.3000728333
S687,Streptococcus,0.3678965459,0.0000313427,0.1907762629,0.6717173056
S687,Lactobacillus,0.0004004712,0.0000040101,0.0002070755,0.7388160000
S688,Fusobacterium,0.0487638488,0.0000783748,0.0325353574,0.6624331111
S688,Porphyromonas,0.1153681725,0.0000746499,0.0781767136,0.7318162500
S688,Prevotella,0.1292459346,0.0015729831,0.0770978276,0.4766173333
S688,Streptococcus,0.2288276425,0.0045799898,0.1208565504,0.4447000000
S688,Lactobacillus,0.0000091985,0.0000238352,0.0000163384,0.2327806667
S689,Fusobacterium,0.0548400327,0.0001678999,0.0366159884,0.7324133333
S689,Porphyromonas,0.0702916381,0.0000462733,0.0476318430,0.5839395833
S689,Prevotella,0.1869071630,0.0028851617,0.1117432470,0.6304294444
S689,Streptococcus,0.1509774126,0.0045397984,0.0804704132,0.2905000000
S689,Lactobacillus,0.0000219099,0.0001743766,0.0000962839,0.5925648333
S690,Fusobacterium,0.0406122859,0.0002730481,0.0271658733,0.5690425833
S690,Porphyromonas,0.0812837194,0.0001487991,0.0551111644,0.6264324722
S690,Prevotella,0.0725468402,0.0383228278,0.0585680182,0.3629542778
S690,Streptococcus,0.3718620836,0.1936687221,0.2860652799,0.8449171667
S690,Lactobacillus,0.0000199276,0.0012080016,0.0005994759,0.8508000000
S691,Fusobacterium,0.0523031505,0.0000292726,0.0348785245,0.7013073333
S691,Porphyromonas,0.0283511748,0.0001094384,0.0192409372,0.3892456111
S691,Prevotella,0.2433864960,0.0004517566,0.1441596306,0.7487268889
S691,Streptococcus,0.2414845256,0.0005379968,0.1254732340,0.4620177222
S691,Lactobacillus,0.0001232341,0.0000696599,0.0000971004,0.5955930000
S692,Fusobacterium,0.0596430215,0.0001311162,0.0398057197,0.7808502500
S692,Porphyromonas,0.1080275262,0.0000500212,0.0731960730,0.7038196389
S692,Prevotella,0.1626227144,0.0031526912,0.0974870711,0.5722401111
S692,Streptococcus,0.1797409913,0.0114677329,0.0987205335,0.3625477500
S692,Lactobacillus,0.0000103999,0.0000892682,0.0000488723,0.4288518611
S693,Fusobacterium,0.0411691863,0.0000083845,0.0274489191,0.5750000000
S693,Porphyromonas,0.0736317961,0.0000306630,0.0498894951,0.5990000000
S693,Prevotella,0.0866008874,0.0001244948,0.0512795439,0.3180000000
S693,Streptococcus,0.3610959639,0.0064875438,0.1903585764,0.6704175278
S693,Lactobacillus,0.0003496049,0.0011386100,0.0007344854,0.8702255556
S694,Fusobacterium,0.0183928859,0.0000368539,0.0122742086,0.1498000000
S694,Porphyromonas,0.0820705732,0.0000894876,0.0556250618,0.6279000000
S694,Prevotella,0.0072621856,0.0022949343,0.0052333083,0.0805986111
S694,Streptococcus,0.4450383794,0.1218409657,0.2894248098,0.8485190556
S694,Lactobacillus,0.0000774588,0.0035850486,0.0017884782,1.0000000000
S695,Fusobacterium,0.0387703643,0.0000054753,0.0258487347,0.5358523611
S695,Porphyromonas,0.0256742707,0.0000250643,0.0174003332,0.3725750000
S695,Prevotella,0.2479042257,0.0000255549,0.1466580080,0.7571875000
S695,Streptococcus,0.2401583473,0.0004399308,0.1247383690,0.4599187778
S695,Lactobacillus,0.0002604473,0.0000555761,0.0001605101,0.6909413333
S696,Fusobacterium,0.0214139735,0.0000304373,0.0142861281,0.2355793333
S696,Porphyromonas,0.0027085855,0.0000166529,0.0018402201,0.0577932222
S696,Prevotella,0.3341485781,0.0000180578,0.1976727318,0.9192355000
