sample_id,node_name,src,dst,abundance,function_score,edge_weight
S63,Streptococcus,Streptococcus,Lactobacillus,0.118,0.456,0.481
S63,Lactobacillus,Lactobacillus,Fusobacterium,0.122,0.514,0.504
S63,Fusobacterium,Fusobacterium,Prevotella,0.141,0.578,0.536
S64,Fusobacterium,Fusobacterium,Porphyromonas,0.183,0.701,0.692
S64,Porphyromonas,Porphyromonas,Prevotella,0.185,0.673,0.674
S64,Prevotella,Prevotella,Streptococcus,0.114,0.611,0.594
S64,Streptococcus,Streptococcus,Lactobacillus,0.1,0.443,0.595
S64,Lactobacillus,Lactobacillus,Fusobacterium,0.082,0.475,0.577
S64,Fusobacterium,Fusobacterium,Prevotella,0.183,0.701,0.65
S65,Fusobacterium,Fusobacterium,Porphyromonas,0.208,0.758,0.653
S65,Porphyromonas,Porphyromonas,Prevotella,0.177,0.711,0.654
S65,Prevotella,Prevotella,Streptococcus,0.126,0.577,0.618
S65,Streptococcus,Streptococcus,Lactobacillus,0.09,0.446,0.636
S65,Lactobacillus,Lactobacillus,Fusobacterium,0.079,0.42,0.573
S65,Fusobacterium,Fusobacterium,Prevotella,0.208,0.758,0.688
S66,Fusobacterium,Fusobacterium,Porphyromonas,0.057,0.395,0.273
S66,Porphyromonas,Porphyromonas,Prevotella,0.073,0.431,0.31
S66,Prevotella,Prevotella,Streptococcus,0.055,0.447,0.25
S66,Streptococcus,Streptococcus,Lactobacillus,0.158,0.527,0.254
S66,Lactobacillus,Lactobacillus,Fusobacterium,0.141,0.594,0.267
S66,Fusobacterium,Fusobacterium,Prevotella,0.057,0.395,0.259
S67,Fusobacterium,Fusobacterium,Porphyromonas,0.203,0.777,0.613
S67,Porphyromonas,Porphyromonas,Prevotella,0.169,0.733,0.67
S67,Prevotella,Prevotella,Streptococcus,0.13,0.578,0.643
S67,Streptococcus,Streptococcus,Lactobacillus,0.102,0.506,0.649
S67,Lactobacillus,Lactobacillus,Fusobacterium,0.079,0.461,0.62
S67,Fusobacterium,Fusobacterium,Prevotella,0.203,0.777,0.681
S68,Fusobacterium,Fusobacterium,Porphyromonas,0.21,0.862,0.705
S68,Porphyromonas,Porphyromonas,Prevotella,0.173,0.738,0.73
S68,Prevotella,Prevotella,Streptococcus,0.129,0.563,0.717
S68,Streptococcus,Streptococcus,Lactobacillus,0.106,0.455,0.675
S68,Lactobacillus,Lactobacillus,Fusobacterium,0.076,0.359,0.659
S68,Fusobacterium,Fusobacterium,Prevotella,0.21,0.862,0.734
S69,Fusobacterium,Fusobacterium,Porphyromonas,0.129,0.615,0.457
S69,Porphyromonas,Porphyromonas,Prevotella,0.112,0.626,0.546
S69,Prevotella,Prevotella,Streptococcus,0.102,0.451,0.448
S69,Streptococcus,Streptococcus,Lactobacillus,0.116,0.504,0.471
S69,Lactobacillus,Lactobacillus,Fusobacterium,0.106,0.504,0.43
S69,Fusobacterium,Fusobacterium,Prevotella,0.129,0.615,0.45
S70,Fusobacterium,Fusobacterium,Porphyromonas,0.112,0.52,0.453
S70,Porphyromonas,Porphyromonas,Prevotella,0.105,0.534,0.455
S70,Prevotella,Prevotella,Streptococcus,0.096,0.54,0.379
S70,Streptococcus,Streptococcus,Lactobacillus,0.117,0.512,0.361
S70,Lactobacillus,Lactobacillus,Fusobacterium,0.111,0.503,0.437
S70,Fusobacterium,Fusobacterium,Prevotella,0.112,0.52,0.425
S71,Fusobacterium,Fusobacterium,Porphyromonas,0.094,0.497,0.408
S71,Porphyromonas,Porphyromonas,Prevotella,0.1,0.51,0.38
S71,Prevotella,Prevotella,Streptococcus,0.085,0.504,0.366
S71,Streptococcus,Streptococcus,Lactobacillus,0.12,0.496,0.345
S71,Lactobacillus,Lactobacillus,Fusobacterium,0.127,0.531,0.33
S71,Fusobacterium,Fusobacterium,Prevotella,0.094,0.497,0.389
S72,Fusobacterium,Fusobacterium,Porphyromonas,0.226,0.865,0.735
S72,Porphyromonas,Porphyromonas,Prevotella,0.206,0.802,0.82
S72,Prevotella,Prevotella,Streptococcus,0.138,0.592,0.754
S72,Streptococcus,Streptococcus,Lactobacillus,0.095,0.494,0.735
S72,Lactobacillus,Lactobacillus,Fusobacterium,0.095,0.415,0.746
S72,Fusobacterium,Fusobacterium,Prevotella,0.226,0.865,0.792
S73,Fusobacterium,Fusobacterium,Porphyromonas,0.109,0.565,0.473
S73,Porphyromonas,Porphyromonas,Prevotella,0.121,0.565,0.461
S73,Prevotella,Prevotella,Streptococcus,0.09,0.502,0.378
S73,Streptococcus,Streptococcus,Lactobacillus,0.133,0.499,0.417
S73,Lactobacillus,Lactobacillus,Fusobacterium,0.127,0.472,0.44
S73,Fusobacterium,Fusobacterium,Prevotella,0.109,0.565,0.518
S74,Fusobacterium,Fusobacterium,Porphyromonas,0.155,0.607,0.53
S74,Porphyromonas,Porphyromonas,Prevotella,0.141,0.643,0.494
S74,Prevotella,Prevotella,Streptococcus,0.105,0.553,0.505
S74,Streptococcus,Streptococcus,Lactobacillus,0.093,0.459,0.487
S74,Lactobacillus,Lactobacillus,Fusobacterium,0.112,0.46,0.595
S74,Fusobacterium,Fusobacterium,Prevotella,0.155,0.607,0.57
S75,Fusobacterium,Fusobacterium,Porphyromonas,0.182,0.727,0.664
S75,Porphyromonas,Porphyromonas,Prevotella,0.183,0.777,0.648
S75,Prevotella,Prevotella,Streptococcus,0.124,0.537,0.619
S75,Streptococcus,Streptococcus,Lactobacillus,0.116,0.476,0.603
S75,Lactobacillus,Lactobacillus,Fusobacterium,0.078,0.495,0.615
S75,Fusobacterium,Fusobacterium,Prevotella,0.182,0.727,0.601
S76,Fusobacterium,Fusobacterium,Porphyromonas,0.104,0.532,0.402
S76,Porphyromonas,Porphyromonas,Prevotella,0.076,0.463,0.38
S76,Prevotella,Prevotella,Streptococcus,0.072,0.433,0.313
S76,Streptococcus,Streptococcus,Lactobacillus,0.134,0.5,0.335
S76,Lactobacillus,Lactobacillus,Fusobacterium,0.132,0.538,0.336
S76,Fusobacterium,Fusobacterium,Prevotella,0.104,0.532,0.388
S77,Fusobacterium,Fusobacterium,Porphyromonas,0.176,0.748,0.631
S77,Porphyromonas,Porphyromonas,Prevotella,0.172,0.659,0.661
S77,Prevotella,Prevotella,Streptococcus,0.11,0.523,0.616
S77,Streptococcus,Streptococcus,Lactobacillus,0.084,0.41,0.608
S77,Lactobacillus,Lactobacillus,Fusobacterium,0.083,0.43,0.597
S77,Fusobacterium,Fusobacterium,Prevotella,0.176,0.748,0.62
S78,Fusobacterium,Fusobacterium,Porphyromonas,0.126,0.529,0.413
S78,Porphyromonas,Porphyromonas,Prevotella,0.122,0.502,0.415
S78,Prevotella,Prevotella,Streptococcus,0.098,0.511,0.405
S78,Streptococcus,Streptococcus,Lactobacillus,0.14,0.519,0.442
S78,Lactobacillus,Lactobacillus,Fusobacterium,0.111,0.551,0.373
S78,Fusobacterium,Fusobacterium,Prevotella,0.126,0.529,0.505
S79,Fusobacterium,Fusobacterium,Porphyromonas,0.187,0.74,0.608
S79,Porphyromonas,Porphyromonas,Prevotella,0.156,0.718,0.664
S79,Prevotella,Prevotella,Streptococcus,0.115,0.564,0.613
S79,Streptococcus,Streptococcus,Lactobacillus,0.097,0.466,0.571
S79,Lactobacillus,Lactobacillus,Fusobacterium,0.067,0.445,0.63
S79,Fusobacterium,Fusobacterium,Prevotella,0.187,0.74,0.684
S80,Fusobacterium,Fusobacterium,Porphyromonas,0.195,0.728,0.608
S80,Porphyromonas,Porphyromonas,Prevotella,0.176,0.751,0.634
S80,Prevotella,Prevotella,Streptococcus,0.122,0.529,0.63
S80,Streptococcus,Streptococcus,Lactobacillus,0.114,0.471,0.612
S80,Lactobacillus,Lactobacillus,Fusobacterium,0.077,0.399,0.614
S80,Fusobacterium,Fusobacterium,Prevotella,0.195,0.728,0.674
S81,Fusobacterium,Fusobacterium,Porphyromonas,0.125,0.566,0.508
S81,Porphyromonas,Porphyromonas,Prevotella,0.103,0.633,0.488
S81,Prevotella,Prevotella,Streptococcus,0.113,0.475,0.443
S81,Streptococcus,Streptococcus,Lactobacillus,0.139,0.488,0.428
S81,Lactobacillus,Lactobacillus,Fusobacterium,0.122,0.526,0.407
S81,Fusobacterium,Fusobacterium,Prevotella,0.125,0.566,0.491
S82,Fusobacterium,Fusobacterium,Porphyromonas,0.147,0.576,0.502
S82,Porphyromonas,Porphyromonas,Prevotella,0.105,0.6,0.544
S82,Prevotella,Prevotella,Streptococcus,0.106,0.513,0.504
S82,Streptococcus,Streptococcus,Lactobacillus,0.119,0.492,0.49
S82,Lactobacillus,Lactobacillus,Fusobacterium,0.119,0.481,0.447
S82,Fusobacterium,Fusobacterium,Prevotella,0.147,0.576,0.536
S83,Fusobacterium,Fusobacterium,Porphyromonas,0.218,0.774,0.663
S83,Porphyromonas,Porphyromonas,Prevotella,0.184,0.756,0.709
S83,Prevotella,Prevotella,Streptococcus,0.122,0.618,0.662
S83,Streptococcus,Streptococcus,Lactobacillus,0.116,0.436,0.632
S83,Lactobacillus,Lactobacillus,Fusobacterium,0.091,0.4,0.589
S83,Fusobacterium,Fusobacterium,Prevotella,0.218,0.774,0.737
S84,Fusobacterium,Fusobacterium,Porphyromonas,0.135,0.581,0.444
S84,Porphyromonas,Porphyromonas,Prevotella,0.121,0.558,0.481
S84,Prevotella,Prevotella,Streptococcus,0.104,0.497,0.408
S84,Streptococcus,Streptococcus,Lactobacillus,0.121,0.51,0.411
S84,Lactobacillus,Lactobacillus,Fusobacterium,0.118,0.48,0.437
S84,Fusobacterium,Fusobacterium,Prevotella,0.135,0.581,0.406
S85,Fusobacterium,Fusobacterium,Porphyromonas,0.182,0.708,0.597
S85,Porphyromonas,Porphyromonas,Prevotella,0.158,0.689,0.61
S85,Prevotella,Prevotella,Streptococcus,0.116,0.526,0.555
S85,Streptococcus,Streptococcus,Lactobacillus,0.114,0.523,0.547
S85,Lactobacillus,Lactobacillus,Fusobacterium,0.095,0.454,0.584
S85,Fusobacterium,Fusobacterium,Prevotella,0.182,0.708,0.629
S86,Fusobacterium,Fusobacterium,Porphyromonas,0.22,0.722,0.699
S86,Porphyromonas,Porphyromonas,Prevotella,0.172,0.74,0.697
S86,Prevotella,Prevotella,Streptococcus,0.118,0.56,0.64
S86,Streptococcus,Streptococcus,Lactobacillus,0.108,0.5,0.652
S86,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.488,0.609
S86,Fusobacterium,Fusobacterium,Prevotella,0.22,0.722,0.678
S87,Fusobacterium,Fusobacterium,Porphyromonas,0.165,0.586,0.592
S87,Porphyromonas,Porphyromonas,Prevotella,0.136,0.633,0.519
S87,Prevotella,Prevotella,Streptococcus,0.1,0.483,0.491
S87,Streptococcus,Streptococcus,Lactobacillus,0.106,0.475,0.542
S87,Lactobacillus,Lactobacillus,Fusobacterium,0.105,0.498,0.534
S87,Fusobacterium,Fusobacterium,Prevotella,0.165,0.586,0.56
S88,Fusobacterium,Fusobacterium,Porphyromonas,0.214,0.783,0.659
S88,Porphyromonas,Porphyromonas,Prevotella,0.194,0.777,0.659
S88,Prevotella,Prevotella,Streptococcus,0.142,0.589,0.668
S88,Streptococcus,Streptococcus,Lactobacillus,0.09,0.486,0.663
S88,Lactobacillus,Lactobacillus,Fusobacterium,0.062,0.413,0.679
S88,Fusobacterium,Fusobacterium,Prevotella,0.214,0.783,0.657
S89,Fusobacterium,Fusobacterium,Porphyromonas,0.076,0.37,0.292
S89,Porphyromonas,Porphyromonas,Prevotella,0.075,0.424,0.248
S89,Prevotella,Prevotella,Streptococcus,0.071,0.459,0.261
S89,Streptococcus,Streptococcus,Lactobacillus,0.15,0.494,0.252
S89,Lactobacillus,Lactobacillus,Fusobacterium,0.127,0.571,0.284
S89,Fusobacterium,Fusobacterium,Prevotella,0.076,0.37,0.309
S90,Fusobacterium,Fusobacterium,Porphyromonas,0.13,0.61,0.491
S90,Porphyromonas,Porphyromonas,Prevotella,0.131,0.617,0.493
S90,Prevotella,Prevotella,Streptococcus,0.1,0.509,0.488
S90,Streptococcus,Streptococcus,Lactobacillus,0.128,0.516,0.453
S90,Lactobacillus,Lactobacillus,Fusobacterium,0.092,0.446,0.42
S90,Fusobacterium,Fusobacterium,Prevotella,0.13,0.61,0.484
S91,Fusobacterium,Fusobacterium,Porphyromonas,0.185,0.673,0.577
S91,Porphyromonas,Porphyromonas,Prevotella,0.143,0.746,0.563
S91,Prevotella,Prevotella,Streptococcus,0.101,0.553,0.594
S91,Streptococcus,Streptococcus,Lactobacillus,0.109,0.421,0.519
S91,Lactobacillus,Lactobacillus,Fusobacterium,0.09,0.481,0.576
S91,Fusobacterium,Fusobacterium,Prevotella,0.185,0.673,0.593
S92,Fusobacterium,Fusobacterium,Porphyromonas,0.157,0.582,0.617
S92,Porphyromonas,Porphyromonas,Prevotella,0.142,0.662,0.584
S92,Prevotella,Prevotella,Streptococcus,0.095,0.476,0.585
S92,Streptococcus,Streptococcus,Lactobacillus,0.117,0.467,0.555
S92,Lactobacillus,Lactobacillus,Fusobacterium,0.102,0.492,0.468
S92,Fusobacterium,Fusobacterium,Prevotella,0.157,0.582,0.622
S93,Fusobacterium,Fusobacterium,Porphyromonas,0.051,0.346,0.233
S93,Porphyromonas,Porphyromonas,Prevotella,0.057,0.422,0.198
S93,Prevotella,Prevotella,Streptococcus,0.06,0.438,0.146
S93,Streptococcus,Streptococcus,Lactobacillus,0.15,0.482,0.251
S93,Lactobacillus,Lactobacillus,Fusobacterium,0.155,0.6,0.237
S93,Fusobacterium,Fusobacterium,Prevotella,0.051,0.346,0.34
S94,Fusobacterium,Fusobacterium,Porphyromonas,0.173,0.681,0.574
S94,Porphyromonas,Porphyromonas,Prevotella,0.137,0.653,0.575
S94,Prevotella,Prevotella,Streptococcus,0.097,0.599,0.569
S94,Streptococcus,Streptococcus,Lactobacillus,0.11,0.509,0.55
S94,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.475,0.516
S94,Fusobacterium,Fusobacterium,Prevotella,0.173,0.681,0.598
S95,Fusobacterium,Fusobacterium,Porphyromonas,0.118,0.572,0.401
S95,Porphyromonas,Porphyromonas,Prevotella,0.099,0.51,0.341
S95,Prevotella,Prevotella,Streptococcus,0.093,0.471,0.38
S95,Streptococcus,Streptococcus,Lactobacillus,0.132,0.502,0.375
S95,Lactobacillus,Lactobacillus,Fusobacterium,0.124,0.549,0.38
S95,Fusobacterium,Fusobacterium,Prevotella,0.118,0.572,0.458
S96,Fusobacterium,Fusobacterium,Porphyromonas,0.107,0.519,0.391
S96,Porphyromonas,Porphyromonas,Prevotella,0.104,0.531,0.435
S96,Prevotella,Prevotella,Streptococcus,0.086,0.456,0.344
S96,Streptococcus,Streptococcus,Lactobacillus,0.148,0.494,0.35
S96,Lactobacillus,Lactobacillus,Fusobacterium,0.125,0.547,0.333
S96,Fusobacterium,Fusobacterium,Prevotella,0.107,0.519,0.391
S97,Fusobacterium,Fusobacterium,Porphyromonas,0.125,0.543,0.5
S97,Porphyromonas,Porphyromonas,Prevotella,0.117,0.57,0.473
S97,Prevotella,Prevotella,Streptococcus,0.098,0.479,0.374
S97,Streptococcus,Streptococcus,Lactobacillus,0.123,0.5,0.389
S97,Lactobacillus,Lactobacillus,Fusobacterium,0.118,0.529,0.441
S97,Fusobacterium,Fusobacterium,Prevotella,0.125,0.543,0.45
S98,Fusobacterium,Fusobacterium,Porphyromonas,0.234,0.847,0.691
S98,Porphyromonas,Porphyromonas,Prevotella,0.197,0.783,0.677
S98,Prevotella,Prevotella,Streptococcus,0.119,0.557,0.615
S98,Streptococcus,Streptococcus,Lactobacillus,0.091,0.451,0.626
S98,Lactobacillus,Lactobacillus,Fusobacterium,0.07,0.4,0.697
S98,Fusobacterium,Fusobacterium,Prevotella,0.234,0.847,0.736
S99,Fusobacterium,Fusobacterium,Porphyromonas,0.141,0.595,0.55
S99,Porphyromonas,Porphyromonas,Prevotella,0.114,0.641,0.463
S99,Prevotella,Prevotella,Streptococcus,0.111,0.506,0.483
S99,Streptococcus,Streptococcus,Lactobacillus,0.109,0.454,0.447
S99,Lactobacillus,Lactobacillus,Fusobacterium,0.091,0.474,0.457
S99,Fusobacterium,Fusobacterium,Prevotella,0.141,0.595,0.49
S100,Fusobacterium,Fusobacterium,Porphyromonas,0.147,0.635,0.524
S100,Porphyromonas,Porphyromonas,Prevotella,0.12,0.659,0.591
S100,Prevotella,Prevotella,Streptococcus,0.105,0.474,0.499
S100,Streptococcus,Streptococcus,Lactobacillus,0.116,0.452,0.432
S100,Lactobacillus,Lactobacillus,Fusobacterium,0.093,0.49,0.503
S100,Fusobacterium,Fusobacterium,Prevotella,0.147,0.635,0.581
S101,Fusobacterium,Fusobacterium,Porphyromonas,0.159,0.671,0.535
S101,Porphyromonas,Porphyromonas,Prevotella,0.14,0.598,0.548
S101,Prevotella,Prevotella,Streptococcus,0.12,0.546,0.567
S101,Streptococcus,Streptococcus,Lactobacillus,0.131,0.477,0.496
S101,Lactobacillus,Lactobacillus,Fusobacterium,0.125,0.471,0.471
S101,Fusobacterium,Fusobacterium,Prevotella,0.159,0.671,0.522
S102,Fusobacterium,Fusobacterium,Porphyromonas,0.144,0.563,0.496
S102,Porphyromonas,Porphyromonas,Prevotella,0.125,0.561,0.494
S102,Prevotella,Prevotella,Streptococcus,0.097,0.535,0.472
S102,Streptococcus,Streptococcus,Lactobacillus,0.119,0.462,0.515
S102,Lactobacillus,Lactobacillus,Fusobacterium,0.103,0.523,0.468
S102,Fusobacterium,Fusobacterium,Prevotella,0.144,0.563,0.545
S103,Fusobacterium,Fusobacterium,Porphyromonas,0.103,0.524,0.451
S103,Porphyromonas,Porphyromonas,Prevotella,0.109,0.517,0.474
S103,Prevotella,Prevotella,Streptococcus,0.082,0.544,0.371
S103,Streptococcus,Streptococcus,Lactobacillus,0.123,0.474,0.363
S103,Lactobacillus,Lactobacillus,Fusobacterium,0.123,0.55,0.397
S103,Fusobacterium,Fusobacterium,Prevotella,0.103,0.524,0.486
S104,Fusobacterium,Fusobacterium,Porphyromonas,0.113,0.559,0.457
S104,Porphyromonas,Porphyromonas,Prevotella,0.114,0.543,0.463
S104,Prevotella,Prevotella,Streptococcus,0.079,0.549,0.451
S104,Streptococcus,Streptococcus,Lactobacillus,0.145,0.482,0.409
S104,Lactobacillus,Lactobacillus,Fusobacterium,0.104,0.477,0.428
S104,Fusobacterium,Fusobacterium,Prevotella,0.113,0.559,0.403
S105,Fusobacterium,Fusobacterium,Porphyromonas,0.189,0.682,0.61
S105,Porphyromonas,Porphyromonas,Prevotella,0.178,0.657,0.649
S105,Prevotella,Prevotella,Streptococcus,0.117,0.525,0.562
S105,Streptococcus,Streptococcus,Lactobacillus,0.105,0.495,0.573
S105,Lactobacillus,Lactobacillus,Fusobacterium,0.069,0.486,0.611
S105,Fusobacterium,Fusobacterium,Prevotella,0.189,0.682,0.646
S106,Fusobacterium,Fusobacterium,Porphyromonas,0.13,0.567,0.433
S106,Porphyromonas,Porphyromonas,Prevotella,0.125,0.524,0.479
S106,Prevotella,Prevotella,Streptococcus,0.112,0.482,0.44
S106,Streptococcus,Streptococcus,Lactobacillus,0.11,0.509,0.428
S106,Lactobacillus,Lactobacillus,Fusobacterium,0.108,0.471,0.397
S106,Fusobacterium,Fusobacterium,Prevotella,0.13,0.567,0.44
S107,Fusobacterium,Fusobacterium,Porphyromonas,0.226,0.832,0.696
S107,Porphyromonas,Porphyromonas,Prevotella,0.18,0.794,0.687
S107,Prevotella,Prevotella,Streptococcus,0.133,0.571,0.704
S107,Streptococcus,Streptococcus,Lactobacillus,0.083,0.454,0.749
S107,Lactobacillus,Lactobacillus,Fusobacterium,0.083,0.411,0.636
S107,Fusobacterium,Fusobacterium,Prevotella,0.226,0.832,0.705
S108,Fusobacterium,Fusobacterium,Porphyromonas,0.136,0.571,0.46
S108,Porphyromonas,Porphyromonas,Prevotella,0.095,0.532,0.508
S108,Prevotella,Prevotella,Streptococcus,0.081,0.517,0.397
S108,Streptococcus,Streptococcus,Lactobacillus,0.13,0.481,0.397
S108,Lactobacillus,Lactobacillus,Fusobacterium,0.138,0.472,0.456
S108,Fusobacterium,Fusobacterium,Prevotella,0.136,0.571,0.472
S109,Fusobacterium,Fusobacterium,Porphyromonas,0.085,0.441,0.348
S109,Porphyromonas,Porphyromonas,Prevotella,0.078,0.522,0.414
S109,Prevotella,Prevotella,Streptococcus,0.108,0.48,0.311
S109,Streptococcus,Streptococcus,Lactobacillus,0.143,0.511,0.361
S109,Lactobacillus,Lactobacillus,Fusobacterium,0.144,0.602,0.363
S109,Fusobacterium,Fusobacterium,Prevotella,0.085,0.441,0.326
S110,Fusobacterium,Fusobacterium,Porphyromonas,0.221,0.849,0.683
S110,Porphyromonas,Porphyromonas,Prevotella,0.2,0.79,0.761
S110,Prevotella,Prevotella,Streptococcus,0.135,0.567,0.689
S110,Streptococcus,Streptococcus,Lactobacillus,0.089,0.429,0.712
S110,Lactobacillus,Lactobacillus,Fusobacterium,0.08,0.415,0.704
S110,Fusobacterium,Fusobacterium,Prevotella,0.221,0.849,0.761
S111,Fusobacterium,Fusobacterium,Porphyromonas,0.181,0.743,0.603
S111,Porphyromonas,Porphyromonas,Prevotella,0.156,0.707,0.667
S111,Prevotella,Prevotella,Streptococcus,0.111,0.586,0.542
S111,Streptococcus,Streptococcus,Lactobacillus,0.114,0.45,0.595
S111,Lactobacillus,Lactobacillus,Fusobacterium,0.086,0.435,0.594
S111,Fusobacterium,Fusobacterium,Prevotella,0.181,0.743,0.642
S112,Fusobacterium,Fusobacterium,Porphyromonas,0.118,0.508,0.382
S112,Porphyromonas,Porphyromonas,Prevotella,0.104,0.524,0.37
S112,Prevotella,Prevotella,Streptococcus,0.096,0.469,0.421
S112,Streptococcus,Streptococcus,Lactobacillus,0.142,0.504,0.354
S112,Lactobacillus,Lactobacillus,Fusobacterium,0.094,0.515,0.437
S112,Fusobacterium,Fusobacterium,Prevotella,0.118,0.508,0.452
S113,Fusobacterium,Fusobacterium,Porphyromonas,0.149,0.595,0.475
S113,Porphyromonas,Porphyromonas,Prevotella,0.127,0.553,0.513
S113,Prevotella,Prevotella,Streptococcus,0.108,0.559,0.438
S113,Streptococcus,Streptococcus,Lactobacillus,0.109,0.469,0.471
S113,Lactobacillus,Lactobacillus,Fusobacterium,0.101,0.471,0.428
S113,Fusobacterium,Fusobacterium,Prevotella,0.149,0.595,0.549
S114,Fusobacterium,Fusobacterium,Porphyromonas,0.14,0.616,0.511
S114,Porphyromonas,Porphyromonas,Prevotella,0.126,0.611,0.487
S114,Prevotella,Prevotella,Streptococcus,0.106,0.51,0.482
S114,Streptococcus,Streptococcus,Lactobacillus,0.113,0.5,0.458
S114,Lactobacillus,Lactobacillus,Fusobacterium,0.112,0.484,0.474
S114,Fusobacterium,Fusobacterium,Prevotella,0.14,0.616,0.459
S115,Fusobacterium,Fusobacterium,Porphyromonas,0.187,0.713,0.596
S115,Porphyromonas,Porphyromonas,Prevotella,0.154,0.727,0.644
S115,Prevotella,Prevotella,Streptococcus,0.11,0.499,0.552
S115,Streptococcus,Streptococcus,Lactobacillus,0.094,0.453,0.556
S115,Lactobacillus,Lactobacillus,Fusobacterium,0.101,0.422,0.55
S115,Fusobacterium,Fusobacterium,Prevotella,0.187,0.713,0.613
S116,Fusobacterium,Fusobacterium,Porphyromonas,0.127,0.566,0.465
S116,Porphyromonas,Porphyromonas,Prevotella,0.098,0.557,0.43
S116,Prevotella,Prevotella,Streptococcus,0.073,0.507,0.422
S116,Streptococcus,Streptococcus,Lactobacillus,0.131,0.502,0.452
S116,Lactobacillus,Lactobacillus,Fusobacterium,0.121,0.493,0.415
S116,Fusobacterium,Fusobacterium,Prevotella,0.127,0.566,0.492
S117,Fusobacterium,Fusobacterium,Porphyromonas,0.159,0.64,0.582
S117,Porphyromonas,Porphyromonas,Prevotella,0.135,0.613,0.571
S117,Prevotella,Prevotella,Streptococcus,0.095,0.492,0.545
S117,Streptococcus,Streptococcus,Lactobacillus,0.097,0.485,0.504
S117,Lactobacillus,Lactobacillus,Fusobacterium,0.086,0.46,0.564
S117,Fusobacterium,Fusobacterium,Prevotella,0.159,0.64,0.566
S118,Fusobacterium,Fusobacterium,Porphyromonas,0.168,0.628,0.62
S118,Porphyromonas,Porphyromonas,Prevotella,0.149,0.71,0.568
S118,Prevotella,Prevotella,Streptococcus,0.117,0.535,0.543
S118,Streptococcus,Streptococcus,Lactobacillus,0.114,0.494,0.506
S118,Lactobacillus,Lactobacillus,Fusobacterium,0.091,0.431,0.557
S118,Fusobacterium,Fusobacterium,Prevotella,0.168,0.628,0.581
S119,Fusobacterium,Fusobacterium,Porphyromonas,0.091,0.511,0.411
S119,Porphyromonas,Porphyromonas,Prevotella,0.089,0.476,0.43
S119,Prevotella,Prevotella,Streptococcus,0.08,0.493,0.365
S119,Streptococcus,Streptococcus,Lactobacillus,0.13,0.543,0.381
S119,Lactobacillus,Lactobacillus,Fusobacterium,0.114,0.57,0.326
S119,Fusobacterium,Fusobacterium,Prevotella,0.091,0.511,0.367
S120,Fusobacterium,Fusobacterium,Porphyromonas,0.203,0.714,0.651
S120,Porphyromonas,Porphyromonas,Prevotella,0.167,0.759,0.693
S120,Prevotella,Prevotella,Streptococcus,0.135,0.606,0.616
S120,Streptococcus,Streptococcus,Lactobacillus,0.089,0.432,0.646
S120,Lactobacillus,Lactobacillus,Fusobacterium,0.085,0.42,0.649
S120,Fusobacterium,Fusobacterium,Prevotella,0.203,0.714,0.696
