sample_id,taxon,saliva_relative_abundance,stool_relative_abundance,fused_raw_abundance,model_abundance
S1099,Porphyromonas,0.0279767436,0.0002005932,0.0190166951,0.4015564427
S1099,Prevotella,0.0525102000,0.0356691264,0.0456314517,0.2983917625
S1099,Streptococcus,0.4380815890,0.0023630633,0.2282911878,0.7827116728
S1099,Lactobacillus,0.0001561259,0.0013177491,0.0007227714,0.6486303476
S1100,Fusobacterium,0.0345782395,0.0000008509,0.0230524433,0.4975038201
S1100,Porphyromonas,0.2768393515,0.0000003750,0.1875364558,0.9765630952
S1100,Prevotella,0.0463771723,0.0013000241,0.0279653794,0.1617351144
S1100,Streptococcus,0.2608816269,0.8192169277,0.5297097347,0.9189619048
S1100,Lactobacillus,0.0000053995,0.0008001185,0.0003930673,0.6179715607
S1101,Fusobacterium,0.0385535957,0.0000002587,0.0257024834,0.5494018566
S1101,Porphyromonas,0.2314144119,0.0000031502,0.1567656178,0.8846824029
S1101,Prevotella,0.0764062617,0.0002082549,0.0452831322,0.2975581411
S1101,Streptococcus,0.1769265687,0.0040383168,0.0936840770,0.4409829980
S1101,Lactobacillus,0.0000005697,0.0000005878,0.0000005785,0.3157647680
S1102,Fusobacterium,0.0089365935,0.0020590958,0.0066440943,0.2021307021
S1102,Porphyromonas,0.0620294991,0.0001189749,0.0420583623,0.5085655855
S1102,Prevotella,0.0187041840,0.0047876073,0.0130199484,0.1084227380
S1102,Streptococcus,0.0247721508,0.0004104490,0.0130424426,0.0861059524
S1102,Lactobacillus,0.0000001486,0.0000005283,0.0000003338,0.3152222094
S1103,Fusobacterium,0.0276690369,0.0000325765,0.0184568834,0.4579418270
S1103,Porphyromonas,0.0278736411,0.0000939741,0.0189124582,0.4012525260
S1103,Prevotella,0.1258237800,0.0000178404,0.0744382553,0.4916921538
S1103,Streptococcus,0.2452575312,0.0032577636,0.1287391246,0.5533961432
S1103,Lactobacillus,0.0000226703,0.0000005171,0.0000118638,0.3372612218
S1104,Fusobacterium,0.0227200581,0.0000011687,0.0151470950,0.4109858571
S1104,Porphyromonas,0.0130458110,0.0000624771,0.0088576388,0.3197719304
S1104,Prevotella,0.1004666604,0.0003981455,0.0595936050,0.3959820346
S1104,Streptococcus,0.4132356114,0.0000509278,0.2142948378,0.7370767967
S1104,Lactobacillus,0.0001189951,0.0000519960,0.0000863126,0.4158176469
S1105,Fusobacterium,0.0406151456,0.0000020895,0.0270774602,0.5564027256
S1105,Porphyromonas,0.1030860154,0.0000033312,0.0698335366,0.6427532298
S1105,Prevotella,0.2126788150,0.0001024589,0.1258518527,0.7305600413
S1105,Streptococcus,0.1249675912,0.0069204717,0.0681300892,0.3774974056
S1105,Lactobacillus,0.0000100602,0.0000443092,0.0000267670,0.3519124850
S1106,Fusobacterium,0.0115798662,0.0015679305,0.0082425543,0.2934721262
S1106,Porphyromonas,0.0097743838,0.0022190745,0.0073371873,0.2979001179
S1106,Prevotella,0.0116254008,0.0003311096,0.0070122396,0.0869924268
S1106,Streptococcus,0.4706198010,0.0015841077,0.2447878006,0.7972751909
S1106,Lactobacillus,0.0006195005,0.0001234440,0.0003775217,0.6169311695
S1107,Fusobacterium,0.0283082828,0.0008578258,0.0191581304,0.4606463331
S1107,Porphyromonas,0.0845991016,0.0008938489,0.0575974072,0.5762573732
S1107,Prevotella,0.0240909649,0.0165722140,0.0210199258,0.1369597408
S1107,Streptococcus,0.3991329318,0.0082210745,0.2109161116,0.7313031972
S1107,Lactobacillus,0.0000260946,0.0001615836,0.0000921868,0.4519502620
S1108,Fusobacterium,0.0494070992,0.0000677859,0.0329606615,0.6292208870
S1108,Porphyromonas,0.1222723979,0.0001193037,0.0828681740,0.6849265970
S1108,Prevotella,0.0664448118,0.0001298349,0.0393584128,0.2575795852
S1108,Streptococcus,0.2057969745,0.0009520172,0.1071679210,0.5136641203
S1108,Lactobacillus,0.0000118716,0.0000015722,0.0000068475,0.3296637488
S1109,Fusobacterium,0.0259144852,0.0000028376,0.0172772693,0.4533923980
S1109,Porphyromonas,0.0742644361,0.0000099930,0.0503113899,0.5344477631
S1109,Prevotella,0.0961605069,0.0009058067,0.0572536576,0.3615585389
S1109,Streptococcus,0.2840773701,0.0000306747,0.1473141464,0.5922996061
S1109,Lactobacillus,0.0000065230,0.0000050397,0.0000057994,0.3273400497
S1110,Fusobacterium,0.0258977240,0.0000070795,0.0172675092,0.4533547559
S1110,Porphyromonas,0.0576278521,0.0000430738,0.0390521172,0.4866279998
S1110,Prevotella,0.0394941692,0.0000702676,0.0233914488,0.1454192846
S1110,Streptococcus,0.4041752259,0.0093626418,0.2140802780,0.7367101548
S1110,Lactobacillus,0.0001416953,0.0002089302,0.0001744928,0.5041452116
S1111,Fusobacterium,0.0176185026,0.0000028715,0.0117466255,0.3921020718
S1111,Porphyromonas,0.0093479600,0.0000353486,0.0063438918,0.2916911383
S1111,Prevotella,0.1088105670,0.0000172510,0.0643738604,0.4443305192
S1111,Streptococcus,0.3452230263,0.0004609783,0.1792264847,0.6664195393
S1111,Lactobacillus,0.0000957201,0.0000066610,0.0000522766,0.3792733617
S1112,Fusobacterium,0.0277062667,0.0003797588,0.0185974307,0.4584838771
S1112,Porphyromonas,0.0696207368,0.0001871846,0.0472228167,0.5202216483
S1112,Prevotella,0.0819120557,0.0024139127,0.0494409832,0.3075089874
S1112,Streptococcus,0.2905394323,0.0304400226,0.1653063832,0.6398576300
S1112,Lactobacillus,0.0000046344,0.0000095003,0.0000070080,0.3300196341
S1113,Fusobacterium,0.0624798869,0.0013298181,0.0420965306,0.7212918789
S1113,Porphyromonas,0.0466775233,0.0001246526,0.0316604682,0.4473243316
S1113,Prevotella,0.1336315216,0.0055446175,0.0813143354,0.5092743241
S1113,Streptococcus,0.0363348107,0.0042390546,0.0208812985,0.0861059524
S1113,Lactobacillus,0.0000012585,0.0000035750,0.0000023885,0.3197776902
S1114,Fusobacterium,0.0308741295,0.0001086961,0.0206189850,0.4662804250
S1114,Porphyromonas,0.1748658815,0.0000205770,0.1184641704,0.8314883059
S1114,Prevotella,0.0480151740,0.0025987625,0.0294648088,0.1725057307
S1114,Streptococcus,0.2833614433,0.2988337072,0.2908110518,0.8453724544
S1114,Lactobacillus,0.0000065892,0.0002625615,0.0001314537,0.4698672995
S1115,Fusobacterium,0.0450347046,0.0000903666,0.0300532586,0.6026551844
S1115,Porphyromonas,0.0370999873,0.0001886515,0.0251931048,0.4330828435
S1115,Prevotella,0.1329347747,0.0000637547,0.0786635130,0.5071120360
S1115,Streptococcus,0.2884142131,0.0291173562,0.1635675783,0.6359704798
S1115,Lactobacillus,0.0003194607,0.0000571175,0.0001914884,0.5108644072
S1116,Fusobacterium,0.0202715042,0.0000272130,0.0135234072,0.4044350019
S1116,Porphyromonas,0.0162750183,0.0001285600,0.0110664834,0.3451085619
S1116,Prevotella,0.0963141312,0.0005412874,0.0571956457,0.3612548145
S1116,Streptococcus,0.4197326489,0.0004939733,0.2178769903,0.7431980128
S1116,Lactobacillus,0.0001082747,0.0000766669,0.0000928563,0.4522557530
S1117,Fusobacterium,0.0307107358,0.0000011209,0.0204741975,0.4657220215
S1117,Porphyromonas,0.0118035575,0.0000030677,0.0079969479,0.3040059669
S1117,Prevotella,0.0837455198,0.0001445069,0.0495986272,0.3078862715
S1117,Streptococcus,0.4016273264,0.0026173840,0.2095114282,0.7289028609
S1117,Lactobacillus,0.0002220257,0.0005974257,0.0004051477,0.6187800413
S1118,Fusobacterium,0.0415533495,0.0000113819,0.0277060270,0.5596031530
S1118,Porphyromonas,0.0316674973,0.0000178860,0.0214579453,0.4091252753
S1118,Prevotella,0.3272059239,0.0001203475,0.1936075899,0.9723000000
S1118,Streptococcus,0.0958663112,0.0019936544,0.0506683654,0.3235861024
S1118,Lactobacillus,0.0000084341,0.0000043107,0.0000064227,0.3287219052
S1119,Fusobacterium,0.0340020377,0.0000886801,0.0226975852,0.4804382294
S1119,Porphyromonas,0.0412002350,0.0001427983,0.0279559006,0.4391662475
S1119,Prevotella,0.0425781345,0.0019173184,0.0259701955,0.1546180233
S1119,Streptococcus,0.4163459217,0.0152375560,0.2232196715,0.7782344434
S1119,Lactobacillus,0.0001039333,0.0006939609,0.0003917517,0.6178835112
S1120,Fusobacterium,0.0655098427,0.0000006881,0.0436734579,0.7339365456
S1120,Porphyromonas,0.0160307760,0.0000097647,0.0108627079,0.3438739165
S1120,Prevotella,0.3198391401,0.0000452932,0.1892191181,0.9723000000
S1120,Streptococcus,0.1404867456,0.0000081892,0.0728489221,0.3955128079
S1120,Lactobacillus,0.0000246755,0.0000005346,0.0000128995,0.3382793495
S1121,Fusobacterium,0.0407446164,0.0000079648,0.0271657326,0.5568521755
S1121,Porphyromonas,0.0222678411,0.0000081725,0.0150873029,0.3893240418
S1121,Prevotella,0.2953969078,0.0002224945,0.1748327108,0.9058055231
S1121,Streptococcus,0.1655352904,0.0039417932,0.0877310140,0.4311512937
S1121,Lactobacillus,0.0000219391,0.0000414285,0.0000314461,0.3683290828
S1122,Fusobacterium,0.0373010496,0.0002109109,0.0249376700,0.5455077124
S1122,Porphyromonas,0.0643816342,0.0000467178,0.0436284354,0.5120104177
S1122,Prevotella,0.1057422706,0.0022188612,0.0634580611,0.4422103989
S1122,Streptococcus,0.2815541815,0.0147133748,0.1530752746,0.6030212482
S1122,Lactobacillus,0.0000134247,0.0000788103,0.0000453201,0.3756294705
S1123,Fusobacterium,0.0276444914,0.0000187493,0.0184359107,0.4578609412
S1123,Porphyromonas,0.0517776378,0.0000091502,0.0350781257,0.4572544224
S1123,Prevotella,0.1335287706,0.0001809417,0.0790627559,0.5074377003
S1123,Streptococcus,0.3320688421,0.0702416432,0.2060038945,0.7235956121
S1123,Lactobacillus,0.0000817830,0.0006774092,0.0003723324,0.6165838700
S1124,Fusobacterium,0.0401923749,0.0008683760,0.0270843753,0.5564379347
S1124,Porphyromonas,0.1081402823,0.0000222990,0.0732635135,0.6478141859
S1124,Prevotella,0.0844673462,0.0178323593,0.0572502388,0.3615339124
S1124,Streptococcus,0.1430553297,0.6141269122,0.3698675731,0.9189619048
S1124,Lactobacillus,0.0000114041,0.0013883963,0.0006831076,0.6437994624
S1125,Fusobacterium,0.0492716160,0.0000674487,0.0328702269,0.6284482828
S1125,Porphyromonas,0.0382246110,0.0002266307,0.0259671980,0.4347873205
S1125,Prevotella,0.1261001766,0.0248559781,0.0847469124,0.5120742931
S1125,Streptococcus,0.3535732078,0.0012728484,0.1839471089,0.6853471566
S1125,Lactobacillus,0.0000277884,0.0001826921,0.0001033512,0.4570444598
S1126,Fusobacterium,0.0486967224,0.0058082490,0.0344005646,0.6430167569
S1126,Porphyromonas,0.0153732177,0.0000576708,0.0104327187,0.3412686762
S1126,Prevotella,0.1784853410,0.0004169419,0.1057531780,0.6214660524
S1126,Streptococcus,0.0901680420,0.0013736724,0.0474151974,0.2767177796
S1126,Lactobacillus,0.0005877335,0.0005092627,0.0005494550,0.6284378467
S1127,Fusobacterium,0.0525908987,0.0000011502,0.0350609825,0.6547525335
S1127,Porphyromonas,0.0334282816,0.0000049927,0.0226465755,0.4131037165
S1127,Prevotella,0.1015304625,0.0000525745,0.0600817477,0.4152291649
S1127,Streptococcus,0.2046647660,0.0000293661,0.1061366105,0.5094793332
S1127,Lactobacillus,0.0000075934,0.0000004062,0.0000040874,0.3235444034
S1128,Fusobacterium,0.0675001180,0.0001383233,0.0450461864,0.7462293267
S1128,Porphyromonas,0.0421765498,0.0003852561,0.0286954874,0.4407947447
S1128,Prevotella,0.1923880336,0.0006641818,0.1140782914,0.7141905125
S1128,Streptococcus,0.2075826486,0.0002072509,0.1077352349,0.5159661309
S1128,Lactobacillus,0.0000222408,0.0000019853,0.0000123601,0.3377490617
S1129,Fusobacterium,0.0330524664,0.0008067110,0.0223038813,0.4773543328
S1129,Porphyromonas,0.0103232514,0.0003578761,0.0071086142,0.2964713329
S1129,Prevotella,0.1917917452,0.0106732604,0.1178137726,0.7193841889
S1129,Streptococcus,0.0245054412,0.0002061863,0.0128058000,0.0861059524
S1129,Lactobacillus,0.0000006820,0.0000005089,0.0000005976,0.3158069769
S1130,Fusobacterium,0.0500285123,0.0010650873,0.0337073706,0.6356002019
S1130,Porphyromonas,0.0715090749,0.0005041284,0.0486042534,0.5282597029
S1130,Prevotella,0.0604018736,0.0171824998,0.0427488899,0.2694845227
S1130,Streptococcus,0.3053352011,0.0248064179,0.1702657869,0.6494777512
S1130,Lactobacillus,0.0000103808,0.0000584487,0.0000338286,0.3696100826
S1131,Fusobacterium,0.0240394368,0.0000237568,0.0160342101,0.4145649705
S1131,Porphyromonas,0.0360761499,0.0000122441,0.0244426319,0.4191152620
S1131,Prevotella,0.2328767353,0.0002851893,0.1378745545,0.7870145747
S1131,Streptococcus,0.1978579622,0.0088230650,0.1068411599,0.5123382094
S1131,Lactobacillus,0.0000051172,0.0000076681,0.0000063616,0.3285863455
S1132,Fusobacterium,0.0345271816,0.0000596359,0.0230379997,0.4973361655
S1132,Porphyromonas,0.1777733964,0.0000676640,0.1204489666,0.8421580699
S1132,Prevotella,0.0268816380,0.0017338380,0.0166100014,0.1212289431
S1132,Streptococcus,0.3017984518,0.1501434366,0.2287793704,0.7831426495
S1132,Lactobacillus,0.0000140525,0.0002636060,0.0001357859,0.4718440259
S1133,Fusobacterium,0.0151746229,0.0000030790,0.0101174416,0.3341735870
S1133,Porphyromonas,0.0025150778,0.0000046667,0.0017052678,0.1902920664
S1133,Prevotella,0.4353944659,0.0000637283,0.2575833196,0.9723000000
S1133,Streptococcus,0.1528963296,0.0003538900,0.0794499698,0.4071596848
S1133,Lactobacillus,0.0002856607,0.0003020169,0.0002936393,0.5683344471
S1134,Fusobacterium,0.0337855035,0.0000024460,0.0225244844,0.4790823247
S1134,Porphyromonas,0.0640877818,0.0000038630,0.0434155499,0.5115433346
S1134,Prevotella,0.1289955599,0.0000790040,0.0763395019,0.5052163293
S1134,Streptococcus,0.3271212833,0.0177196641,0.1781501333,0.6643866753
S1134,Lactobacillus,0.0000920253,0.0005865736,0.0003332684,0.6139695029
S1135,Fusobacterium,0.0568400065,0.0000969299,0.0379256476,0.6930073098
S1135,Porphyromonas,0.0130744273,0.0001760297,0.0089136539,0.3207876290
S1135,Prevotella,0.3564402192,0.0000693210,0.2108802749,0.9723000000
S1135,Streptococcus,0.0948027696,0.0000220657,0.0491676159,0.2956993017
S1135,Lactobacillus,0.0000221575,0.0000001872,0.0000114403,0.3368448722
S1136,Fusobacterium,0.0318050404,0.0000006365,0.0212035725,0.4687355753
S1136,Porphyromonas,0.0974592030,0.0000010166,0.0660210784,0.6155499953
S1136,Prevotella,0.1971383436,0.0013947714,0.1171867437,0.7185123909
S1136,Streptococcus,0.2175693156,0.0297012565,0.1271143242,0.5518374536
S1136,Lactobacillus,0.0000030267,0.0002094640,0.0001037278,0.4572163188
S1137,Fusobacterium,0.0461614500,0.0000294070,0.0307841023,0.6117182064
S1137,Porphyromonas,0.0220913375,0.0000441173,0.0149793310,0.3877124973
S1137,Prevotella,0.0676161299,0.0002057022,0.0400822932,0.2601213371
S1137,Streptococcus,0.3718575911,0.0001039176,0.1928650816,0.7065965079
S1137,Lactobacillus,0.0004414511,0.0001676522,0.0003078907,0.5846858342
S1138,Fusobacterium,0.0387920047,0.0000002050,0.0258614048,0.5502110253
S1138,Porphyromonas,0.0050597724,0.0000029015,0.0034285237,0.2676445491
S1138,Prevotella,0.2705147983,0.0000024021,0.1600238196,0.8200535323
S1138,Streptococcus,0.1778539232,0.0000203407,0.0922303464,0.4385821080
S1138,Lactobacillus,0.0001287078,0.0000007287,0.0000662790,0.3867567734
S1139,Fusobacterium,0.0435416772,0.0012080071,0.0294304538,0.5892636129
S1139,Porphyromonas,0.0250024864,0.0012993390,0.0173563098,0.3967153668
S1139,Prevotella,0.0648331741,0.0009426614,0.0387370492,0.2553977994
S1139,Streptococcus,0.3089445555,0.0005519368,0.1604592206,0.6187354721
S1139,Lactobacillus,0.0000636290,0.0000059372,0.0000354867,0.3704786238
S1140,Fusobacterium,0.0641382423,0.0004775521,0.0429180122,0.7278176506
S1140,Porphyromonas,0.0348155714,0.0002530251,0.0236663629,0.4165170272
S1140,Prevotella,0.2516898075,0.0007654195,0.1491995645,0.8055761038
S1140,Streptococcus,0.1392611758,0.0015453034,0.0729535335,0.3956940298
S1140,Lactobacillus,0.0001057650,0.0000564376,0.0000817029,0.3951693275
S1141,Fusobacterium,0.0708764199,0.0009585981,0.0475704793,0.7598151137
S1141,Porphyromonas,0.0741295806,0.0001124727,0.0502530942,0.5343138109
S1141,Prevotella,0.1342434561,0.0151094239,0.0855830767,0.5127563563
S1141,Streptococcus,0.2305298344,0.0134204256,0.1259956746,0.5507643202
S1141,Lactobacillus,0.0000335932,0.0005336981,0.0002775468,0.5591616291
S1142,Fusobacterium,0.0194009101,0.0000010672,0.0129342958,0.4020582006
S1142,Porphyromonas,0.0040365635,0.0000148046,0.0027392219,0.2558070368
S1142,Prevotella,0.1442848715,0.0000027610,0.0853527419,0.5125684710
S1142,Streptococcus,0.3618722219,0.0000969149,0.1876841111,0.6956983342
S1142,Lactobacillus,0.0021880817,0.0001033541,0.0011711414,0.6859412522
S1143,Fusobacterium,0.0393285379,0.0006542599,0.0264371119,0.5531423111
S1143,Porphyromonas,0.0099843116,0.0001413566,0.0068091648,0.2945995084
S1143,Prevotella,0.2956724720,0.0012050088,0.1753970293,0.9171453429
S1143,Streptococcus,0.1673375109,0.0011162087,0.0873050321,0.4304477688
S1143,Lactobacillus,0.0000352878,0.0000124910,0.0000241674,0.3493567766
S1144,Fusobacterium,0.0661476347,0.0000000931,0.0440984542,0.7377423865
S1144,Porphyromonas,0.0469300080,0.0000011271,0.0317916593,0.4477055106
S1144,Prevotella,0.2309922056,0.0000119227,0.1366481464,0.7837646147
S1144,Streptococcus,0.0836319738,0.0000383491,0.0433831915,0.2406435519
S1144,Lactobacillus,0.0000036711,0.0000002685,0.0000020113,0.3189413346
S1145,Fusobacterium,0.0875354969,0.0000183024,0.0583630988,0.8409202041
S1145,Porphyromonas,0.1228433451,0.0000229249,0.0832238547,0.6873722662
S1145,Prevotella,0.1051437772,0.0014674535,0.0627971098,0.4406802643
S1145,Streptococcus,0.1249577800,0.0130675806,0.0710847210,0.3896637758
S1145,Lactobacillus,0.0000182974,0.0002600786,0.0001362395,0.4720509910
S1146,Fusobacterium,0.0282552249,0.0000753813,0.0188619437,0.4595040270
S1146,Porphyromonas,0.0430592998,0.0000267534,0.0291778332,0.4418568226
S1146,Prevotella,0.0833174120,0.0001979048,0.0493671907,0.3073323824
S1146,Streptococcus,0.3776562183,0.0482167363,0.2190372084,0.7451806046
S1146,Lactobacillus,0.0002129880,0.0010490877,0.0006208415,0.6362157131
S1147,Fusobacterium,0.0145616120,0.0000000760,0.0097077667,0.3294004140
S1147,Porphyromonas,0.0252345511,0.0000036470,0.0170955498,0.3959550858
S1147,Prevotella,0.0320986038,0.0000021988,0.0189888046,0.1297144563
S1147,Streptococcus,0.4355278321,0.0016320691,0.2266150573,0.7812319535
S1147,Lactobacillus,0.0001404172,0.0000259416,0.0000845754,0.3967360854
S1148,Fusobacterium,0.0248065158,0.0000814992,0.0165648436,0.4476240086
S1148,Porphyromonas,0.0038128202,0.0000906212,0.0026121109,0.2536241340
S1148,Prevotella,0.4401193100,0.0000538737,0.2603742726,0.9723000000
S1148,Streptococcus,0.0784982728,0.0000813538,0.0407419785,0.2209812575
S1148,Lactobacillus,0.0000319432,0.0000007251,0.0000167149,0.3420302481
S1149,Fusobacterium,0.0437313002,0.0000212589,0.0291612865,0.5857877201
S1149,Porphyromonas,0.0934771773,0.0000298521,0.0633328788,0.6067040017
S1149,Prevotella,0.1807371947,0.0008118293,0.1072465525,0.6496737824
S1149,Streptococcus,0.1816302315,0.0354855966,0.1112642962,0.5228433215
S1149,Lactobacillus,0.0000030436,0.0000075737,0.0000052534,0.3261294939
S1150,Fusobacterium,0.0334567693,0.0111532446,0.0260222611,0.5510300455
S1150,Porphyromonas,0.0698510558,0.0007645931,0.0475651001,0.5222132650
S1150,Prevotella,0.1048894802,0.1525344463,0.1243501002,0.7284720596
S1150,Streptococcus,0.2015122549,0.0399310620,0.1237139028,0.5442146619
S1150,Lactobacillus,0.0000015787,0.0000210279,0.0000110661,0.3364770053
S1151,Fusobacterium,0.0404332081,0.0000170670,0.0269611611,0.5558105738
S1151,Porphyromonas,0.0206758098,0.0000589303,0.0140252035,0.3734715798
S1151,Prevotella,0.2559165789,0.0084821392,0.1548518077,0.8131359725
S1151,Streptococcus,0.2277322513,0.0011277720,0.1186263909,0.5328758741
S1151,Lactobacillus,0.0000064695,0.0000240074,0.0000150246,0.3403685129
S1152,Fusobacterium,0.0171123622,0.0034887204,0.0125711483,0.4005930626
S1152,Porphyromonas,0.0029726087,0.0003158361,0.0021155853,0.2146273795
S1152,Prevotella,0.1145833687,0.4014326453,0.2317471577,0.9723000000
S1152,Streptococcus,0.0432017576,0.0001522735,0.0224742282,0.0861059524
S1152,Lactobacillus,0.0000003788,0.0000013072,0.0000008317,0.3163260131
S1153,Fusobacterium,0.0280602159,0.0000783528,0.0187329282,0.4590064517
S1153,Porphyromonas,0.0159016848,0.0000329576,0.0107827405,0.3433894063
S1153,Prevotella,0.1714405332,0.0000747483,0.1014460577,0.5792701099
S1153,Streptococcus,0.2886247177,0.0013225457,0.1502940423,0.5989227582
S1153,Lactobacillus,0.0001956599,0.0000650984,0.0001319713,0.4701034950
S1154,Fusobacterium,0.0277815835,0.0012219698,0.0189283789,0.4597602483
S1154,Porphyromonas,0.2309657376,0.0001885252,0.1565214755,0.8843965289
S1154,Prevotella,0.0117064493,0.0596801615,0.0313013458,0.1896547492
S1154,Streptococcus,0.2585407136,0.0759135208,0.1706091022,0.6501437052
S1154,Lactobacillus,0.0000032399,0.0003530734,0.0001738904,0.5039070393
S1155,Fusobacterium,0.0184998537,0.0008150488,0.0126049187,0.4007293114
S1155,Porphyromonas,0.0335917545,0.0001038980,0.0227892202,0.4135811596
S1155,Prevotella,0.1338791344,0.0481931935,0.0988806515,0.5626791816
S1155,Streptococcus,0.2816005696,0.0597307169,0.1747743442,0.6580109505
S1155,Lactobacillus,0.0000027385,0.0000905099,0.0000455538,0.3757518995
S1156,Fusobacterium,0.0172216176,0.0002076797,0.0115503049,0.3847294668
S1156,Porphyromonas,0.0126192453,0.0000466832,0.0085635801,0.3143854227
S1156,Prevotella,0.0816776475,0.3341303577,0.1847921348,0.9723000000
S1156,Streptococcus,0.0252262520,0.0286145767,0.0268576676,0.1755920258
S1156,Lactobacillus,0.0000003154,0.0001423555,0.0000696032,0.3885698973
S1157,Fusobacterium,0.0314797107,0.0000006798,0.0209867004,0.4676985964
S1157,Porphyromonas,0.0342299653,0.0000390117,0.0232006254,0.4149581661
S1157,Prevotella,0.0390072245,0.0000714975,0.0231038994,0.1443935567
S1157,Streptococcus,0.4128790604,0.0002236919,0.2141931423,0.7369030183
S1157,Lactobacillus,0.0000715107,0.0000105802,0.0000417885,0.3737795925
S1158,Fusobacterium,0.0403856088,0.0002698765,0.0270136980,0.5560780725
S1158,Porphyromonas,0.0219028662,0.0000971545,0.0148687657,0.3860622447
S1158,Prevotella,0.2372369200,0.0355140472,0.1548430705,0.8131242865
S1158,Streptococcus,0.2040847350,0.0034812960,0.1074978940,0.5150030639
S1158,Lactobacillus,0.0000075859,0.0000929490,0.0000492264,0.3776756184
S1159,Fusobacterium,0.0218942294,0.0010612641,0.0149499076,0.4101902941
S1159,Porphyromonas,0.0209726860,0.0001171842,0.0142451048,0.3767537360
S1159,Prevotella,0.0920554939,0.0000186476,0.0544629792,0.3476232780
S1159,Streptococcus,0.2884216507,0.0007411667,0.1499088251,0.5983550930
S1159,Lactobacillus,0.0002722193,0.0000100230,0.0001443187,0.4816755621
S1160,Fusobacterium,0.0536357805,0.0019661255,0.0364125622,0.6769557783
S1160,Porphyromonas,0.0456485996,0.0005845809,0.0311118194,0.4461152696
S1160,Prevotella,0.1671230764,0.0000539311,0.0988835663,0.5626840878
S1160,Streptococcus,0.1697485265,0.0002715451,0.0881484984,0.4318407847
S1160,Lactobacillus,0.0000400481,0.0000003143,0.0000206658,0.3459143743
S1161,Fusobacterium,0.0520804227,0.0000007384,0.0347205279,0.6484337211
S1161,Porphyromonas,0.0336019518,0.0000097212,0.0227657484,0.4135025977
S1161,Prevotella,0.0915250251,0.0000008655,0.0541419177,0.3457026100
S1161,Streptococcus,0.2087594091,0.0004535597,0.1084640001,0.5189232686
S1161,Lactobacillus,0.0002214226,0.0000033775,0.0001150591,0.4623866579
S1162,Fusobacterium,0.0259799102,0.0000071854,0.0173223353,0.4535662043
S1162,Porphyromonas,0.0186448693,0.0000043864,0.0126318103,0.3548910654
S1162,Prevotella,0.3404377487,0.0014027832,0.2019586783,0.9723000000
S1162,Streptococcus,0.1339165759,0.0007559336,0.0698021926,0.3795621117
S1162,Lactobacillus,0.0000049010,0.0000309890,0.0000176269,0.3429268187
S1163,Fusobacterium,0.0303024444,0.0000217763,0.0202088884,0.4646988015
S1163,Porphyromonas,0.0572591567,0.0000145104,0.0387931417,0.4855010132
S1163,Prevotella,0.0706347621,0.0000268748,0.0417949208,0.2661348636
S1163,Streptococcus,0.3631221825,0.0023332339,0.1894089850,0.7004760878
S1163,Lactobacillus,0.0004342943,0.0003948101,0.0004150337,0.6194416675
S1164,Fusobacterium,0.0160812286,0.0001334116,0.0107652896,0.3451404564
S1164,Porphyromonas,0.0457845602,0.0000486711,0.0310310476,0.4459374180
S1164,Prevotella,0.0771449017,0.0021494054,0.0465129384,0.3005013955
S1164,Streptococcus,0.3803715365,0.0149204305,0.2044135965,0.7215380715
S1164,Lactobacillus,0.0000179597,0.0001539078,0.0000842758,0.3965726783
S1165,Fusobacterium,0.0374093090,0.0000001361,0.0249395847,0.5455174612
S1165,Porphyromonas,0.0313265964,0.0000024198,0.0212220233,0.4083356255
S1165,Prevotella,0.2776051121,0.0000015139,0.1642177270,0.8256628786
S1165,Streptococcus,0.1627523091,0.0000048985,0.0843924448,0.4259798859
S1165,Lactobacillus,0.0000583545,0.0000007650,0.0000302621,0.3641161035
S1166,Fusobacterium,0.0330804354,0.0000009813,0.0220539507,0.4753966177
S1166,Porphyromonas,0.0433363543,0.0000018426,0.0293574796,0.4422523863
S1166,Prevotella,0.2051518354,0.0000015892,0.1213580729,0.7243120544
S1166,Streptococcus,0.2231222594,0.0000476234,0.1157159532,0.5281983544
S1166,Lactobacillus,0.0001866748,0.0000099264,0.0001004561,0.4557234542
S1167,Fusobacterium,0.0433395167,0.0002646866,0.0289812400,0.5834626899
S1167,Porphyromonas,0.0156784665,0.0015301103,0.0111144806,0.3453993701
S1167,Prevotella,0.1880505320,0.0002504488,0.1113434558,0.6986398279
S1167,Streptococcus,0.2489898659,0.0000694550,0.1291392977,0.5537800338
S1167,Lactobacillus,0.0000448107,0.0000003249,0.0000231103,0.3483175758
S1168,Fusobacterium,0.0412339723,0.0000002277,0.0274893907,0.5585001222
S1168,Porphyromonas,0.0304887519,0.0000029159,0.0206546113,0.4064364517
S1168,Prevotella,0.1031831550,0.0000780707,0.0610698107,0.4303376919
S1168,Streptococcus,0.3586602074,0.0053634211,0.1885543473,0.6981088144
S1168,Lactobacillus,0.0000728244,0.0001219447,0.0000967855,0.4540486212
S1169,Fusobacterium,0.0422498058,0.0000088837,0.0281694984,0.5659436093
S1169,Porphyromonas,0.0527730198,0.0000282177,0.0357585675,0.4592314635
S1169,Prevotella,0.1608368829,0.0000128012,0.0951481735,0.5563967537
S1169,Streptococcus,0.2456289675,0.0022042117,0.1284244554,0.5530942774
S1169,Lactobacillus,0.0005593613,0.0001882347,0.0003783239,0.6169848554
