sample_id,bile_acids,scfa,tryptophan_metabolism
S930,0.436,0.599,0.482
S931,0.784,0.414,0.608
S932,0.657,0.492,0.547
S933,0.247,0.812,0.332
S934,0.389,0.613,0.359
S935,0.384,0.646,0.35
S936,0.413,0.571,0.365
S937,0.733,0.24,0.743
S938,0.281,0.686,0.272
S939,0.399,0.585,0.433
S940,0.597,0.453,0.537
S941,0.685,0.471,0.564
S942,0.439,0.564,0.524
S943,0.398,0.657,0.412
S944,0.469,0.608,0.327
S945,0.95,0.133,0.734
S946,0.555,0.452,0.573
S947,0.352,0.742,0.328
S948,0.621,0.452,0.603
S949,0.662,0.471,0.445
S950,0.63,0.517,0.682
S951,0.637,0.397,0.569
S952,0.628,0.41,0.602
S953,0.651,0.521,0.604
S954,0.761,0.422,0.709
S955,0.353,0.654,0.405
S956,0.652,0.481,0.609
S957,0.444,0.453,0.524
S958,0.657,0.313,0.586
S959,0.241,0.727,0.21
S960,0.541,0.473,0.42
S961,0.518,0.448,0.409
S962,0.297,0.535,0.369
S963,0.23,0.808,0.331
S964,0.678,0.464,0.548
S965,0.12,0.858,0.221
S966,0.511,0.476,0.437
S967,0.707,0.378,0.696
S968,0.481,0.449,0.658
S969,0.477,0.514,0.407
S970,0.593,0.428,0.555
S971,0.786,0.396,0.668
S972,0.464,0.611,0.582
S973,0.801,0.334,0.642
S974,0.445,0.692,0.38
S975,0.563,0.582,0.463
S976,0.575,0.394,0.494
S977,0.422,0.518,0.404
S978,0.48,0.565,0.411
S979,0.501,0.403,0.582
S980,0.649,0.397,0.574
S981,0.266,0.672,0.336
S982,0.536,0.55,0.537
S983,0.484,0.405,0.5
S984,0.597,0.573,0.533
S985,0.632,0.459,0.561
S986,0.724,0.239,0.758
S987,0.652,0.362,0.673
S988,0.55,0.506,0.457
S989,0.495,0.543,0.442
S990,0.58,0.493,0.562
S991,0.537,0.452,0.547
S992,0.515,0.614,0.401
S993,0.398,0.603,0.387
S994,0.53,0.605,0.504
S995,0.465,0.618,0.338
S996,0.45,0.583,0.58
S997,0.577,0.561,0.55
S998,0.679,0.426,0.685
S999,0.594,0.48,0.557
S1000,0.309,0.652,0.428
S1001,0.605,0.393,0.466
S1002,0.494,0.564,0.481
S1003,0.18,0.718,0.311
S1004,0.656,0.461,0.466
S1005,0.31,0.697,0.315
S1006,0.715,0.457,0.578
S1007,0.437,0.543,0.407
S1008,0.471,0.636,0.416
S1009,0.502,0.444,0.511
S1010,0.453,0.621,0.476
S1011,0.611,0.419,0.641
S1012,0.537,0.428,0.614
S1013,0.464,0.577,0.391
S1014,0.573,0.549,0.556
S1015,0.725,0.376,0.609
S1016,0.5,0.532,0.459
S1017,0.552,0.342,0.568
S1018,0.57,0.533,0.5
S1019,0.346,0.56,0.359
S1020,0.528,0.445,0.542
S1021,0.556,0.497,0.551
S1022,0.84,0.352,0.673
S1023,0.48,0.629,0.479
S1024,0.192,0.776,0.265
S1025,0.602,0.408,0.603
S1026,0.681,0.449,0.612
S1027,0.5,0.521,0.465
S1028,0.47,0.5,0.54
S1029,0.541,0.583,0.471
S1030,0.802,0.363,0.579
S1031,0.423,0.674,0.4
S1032,0.485,0.556,0.369
S1033,0.482,0.663,0.363
S1034,0.676,0.514,0.54
S1035,0.537,0.459,0.486
S1036,0.349,0.651,0.31
S1037,0.354,0.644,0.318
S1038,0.473,0.656,0.363
S1039,0.884,0.193,0.782
S1040,0.403,0.492,0.429
S1041,0.508,0.501,0.483
S1042,0.192,0.694,0.294
S1043,0.921,0.263,0.647
S1044,0.411,0.586,0.491
S1045,0.692,0.499,0.54
S1046,0.495,0.614,0.441
S1047,0.361,0.632,0.365
S1048,0.443,0.534,0.465
S1049,0.61,0.395,0.523
S1050,0.435,0.601,0.393
S1051,0.274,0.781,0.29
S1052,0.73,0.342,0.674
S1053,0.676,0.447,0.66
S1054,0.718,0.313,0.679
S1055,0.455,0.557,0.411
S1056,0.679,0.375,0.614
S1057,0.456,0.49,0.344
S1058,0.54,0.478,0.52
S1059,0.624,0.284,0.713
S1060,0.513,0.575,0.38
S1061,0.485,0.584,0.596
S1062,0.314,0.78,0.21
S1063,0.706,0.4,0.606
S1064,0.449,0.549,0.422
S1065,0.525,0.522,0.49
S1066,0.266,0.783,0.285
S1067,0.453,0.559,0.577
S1068,0.236,0.874,0.358
S1069,0.522,0.555,0.512
S1070,0.329,0.657,0.326
S1071,0.374,0.657,0.451
S1072,0.448,0.657,0.32
S1073,0.408,0.714,0.325
S1074,0.472,0.61,0.396
S1075,0.515,0.579,0.467
S1076,0.728,0.307,0.63
S1077,0.525,0.489,0.536
S1078,0.419,0.572,0.312
S1079,0.331,0.659,0.287
S1080,0.326,0.765,0.204
S1081,0.691,0.369,0.672
S1082,0.52,0.596,0.444
S1083,0.31,0.722,0.321
S1084,0.486,0.423,0.47
S1085,0.608,0.342,0.549
S1086,0.72,0.463,0.573
S1087,0.652,0.462,0.559
S1088,0.408,0.537,0.442
S1089,0.559,0.525,0.456
S1090,0.493,0.547,0.408
S1091,0.398,0.471,0.402
S1092,0.378,0.585,0.449
S1093,0.631,0.435,0.576
S1094,0.463,0.583,0.521
S1095,0.424,0.502,0.537
S1096,0.527,0.569,0.414
S1097,0.737,0.447,0.629
S1098,0.81,0.401,0.595
S1099,0.494,0.508,0.516
S1100,0.51,0.475,0.41
S1101,0.419,0.577,0.411
S1102,0.703,0.419,0.558
S1103,0.578,0.405,0.631
S1104,0.687,0.328,0.689
S1105,0.246,0.611,0.284
S1106,0.539,0.453,0.401
S1107,0.605,0.593,0.536
S1108,0.511,0.431,0.571
S1109,0.779,0.355,0.655
S1110,0.596,0.344,0.604
S1111,0.64,0.446,0.565
S1112,0.383,0.555,0.446
S1113,0.649,0.384,0.652
S1114,0.236,0.758,0.245
S1115,0.535,0.467,0.667
S1116,0.639,0.458,0.541
S1117,0.5,0.618,0.496
S1118,0.615,0.525,0.58
S1119,0.43,0.666,0.493
S1120,0.369,0.512,0.387
S1121,0.662,0.484,0.581
S1122,0.22,0.743,0.28
S1123,0.671,0.32,0.508
S1124,0.685,0.421,0.589
S1125,0.575,0.448,0.646
S1126,0.386,0.611,0.378
S1127,0.412,0.633,0.385
S1128,0.421,0.612,0.353
S1129,0.826,0.12,0.813
S1130,0.827,0.334,0.565
S1131,0.715,0.402,0.661
S1132,0.254,0.629,0.268
S1133,0.458,0.641,0.472
S1134,0.731,0.219,0.704
S1135,0.549,0.504,0.515
S1136,0.594,0.565,0.547
S1137,0.449,0.664,0.466
S1138,0.732,0.348,0.699
S1139,0.443,0.574,0.381
S1140,0.187,0.832,0.339
S1141,0.585,0.428,0.529
S1142,0.507,0.631,0.58
S1143,0.505,0.388,0.565
S1144,0.544,0.463,0.507
S1145,0.498,0.555,0.483
S1146,0.334,0.554,0.303
S1147,0.37,0.425,0.441
S1148,0.593,0.43,0.452
S1149,0.296,0.514,0.465
S1150,0.441,0.619,0.445
S1151,0.269,0.667,0.439
S1152,0.535,0.527,0.469
S1153,0.486,0.457,0.434
S1154,0.399,0.711,0.389
S1155,0.365,0.635,0.425
S1156,0.314,0.783,0.206
S1157,0.471,0.547,0.438
S1158,0.736,0.305,0.679
S1159,0.629,0.411,0.562
S1160,0.537,0.713,0.48
S1161,0.713,0.342,0.659
S1162,0.332,0.726,0.358
S1163,0.505,0.418,0.504
S1164,0.274,0.634,0.329
S1165,0.325,0.676,0.33
S1166,0.61,0.395,0.653
S1167,0.68,0.548,0.578
S1168,0.536,0.416,0.607
S1169,0.623,0.457,0.521
S1170,0.638,0.327,0.597
S1171,0.403,0.691,0.396
S1172,0.561,0.391,0.535
S1173,0.686,0.291,0.675
S1174,0.516,0.555,0.456
S1175,0.785,0.323,0.689
S1176,0.575,0.312,0.622
S1177,0.573,0.362,0.505
S1178,0.239,0.738,0.482
S1179,0.164,0.863,0.266
S1180,0.401,0.567,0.522
S1181,0.525,0.476,0.462
S1182,0.624,0.443,0.668
S1183,0.797,0.26,0.605
S1184,0.345,0.754,0.355
S1185,0.555,0.378,0.577
S1186,0.534,0.441,0.537
S1187,0.187,0.915,0.27
S1188,0.673,0.362,0.6
S1189,0.54,0.553,0.502
S1190,0.466,0.526,0.5
S1191,0.569,0.61,0.417
S1192,0.687,0.538,0.631
S1193,0.504,0.44,0.535
S1194,0.594,0.408,0.585
S1195,0.387,0.489,0.444
S1196,0.446,0.662,0.447
S1197,0.31,0.663,0.329
S1198,0.353,0.532,0.44
S1199,0.46,0.456,0.411
S1200,0.548,0.439,0.474
S1201,0.406,0.722,0.299
S1202,0.476,0.587,0.378
S1203,0.374,0.711,0.472
S1204,0.369,0.713,0.396
S1205,0.645,0.365,0.602
S1206,0.476,0.622,0.478
S1207,0.519,0.659,0.427
S1208,0.555,0.499,0.587
S1209,0.412,0.486,0.43
S1210,0.65,0.455,0.649
S1211,0.443,0.498,0.405
S1212,0.671,0.522,0.514
S1213,0.578,0.654,0.479
S1214,0.541,0.673,0.529
S1215,0.194,0.675,0.369
S1216,0.514,0.452,0.411
S1217,0.487,0.499,0.409
S1218,0.592,0.474,0.466
S1219,0.449,0.578,0.551
S1220,0.619,0.306,0.544
S1221,0.442,0.579,0.41
S1222,0.613,0.477,0.49
S1223,0.489,0.66,0.486
S1224,0.739,0.505,0.492
S1225,0.753,0.271,0.72
S1226,0.66,0.263,0.622
S1227,0.585,0.372,0.479
S1228,0.434,0.592,0.372
S1229,0.511,0.473,0.456
S1230,0.653,0.38,0.632
S1231,0.309,0.701,0.279
S1232,0.416,0.447,0.407
S1233,0.469,0.551,0.452
S1234,0.417,0.568,0.433
S1235,0.623,0.429,0.597
S1236,0.517,0.42,0.489
S1237,0.523,0.503,0.454
S1238,0.33,0.722,0.422
S1239,0.73,0.362,0.651
S1240,0.219,0.73,0.299
S1241,0.685,0.222,0.662
S1242,0.528,0.523,0.538
S1243,0.567,0.408,0.397
S1244,0.545,0.496,0.417
S1245,0.395,0.568,0.505
S1246,0.512,0.415,0.412
S1247,0.625,0.387,0.598
S1248,0.805,0.229,0.692
S1249,0.537,0.539,0.41
S1250,0.616,0.521,0.447
S1251,0.419,0.598,0.411
S1252,0.612,0.494,0.479
S1253,0.462,0.662,0.502
S1254,0.457,0.4,0.484
S1255,0.64,0.421,0.565
S1256,0.426,0.616,0.509
S1257,0.67,0.428,0.608
S1258,0.436,0.504,0.406
S1259,0.364,0.471,0.451
S1260,0.526,0.484,0.491
S1261,0.457,0.551,0.554
S1262,0.915,0.177,0.812
S1263,0.392,0.734,0.439
S1264,0.666,0.329,0.587
S1265,0.435,0.581,0.428
S1266,0.448,0.478,0.385
S1267,0.432,0.487,0.489
S1268,0.335,0.572,0.407
S1269,0.401,0.466,0.453
S1270,0.506,0.421,0.524
S1271,0.764,0.312,0.552
S1272,0.477,0.397,0.458
S1273,0.509,0.33,0.482
S1274,0.536,0.682,0.388
S1275,0.682,0.393,0.594
S1276,0.519,0.52,0.497
S1277,0.348,0.644,0.364
S1278,0.485,0.528,0.431
S1279,0.227,0.752,0.208
S1280,0.585,0.512,0.604
S1281,0.422,0.661,0.263
S1282,0.349,0.511,0.436
S1283,0.402,0.541,0.43
S1284,0.282,0.746,0.43
S1285,0.575,0.479,0.445
S1286,0.318,0.645,0.426
S1287,0.779,0.369,0.723
S1288,0.603,0.3,0.553
S1289,0.593,0.551,0.493
S1290,0.382,0.58,0.492
S1291,0.573,0.346,0.667
S1292,0.76,0.274,0.725
S1293,0.673,0.368,0.633
S1294,0.303,0.708,0.389
S1295,0.481,0.629,0.417
S1296,0.718,0.407,0.579
S1297,0.481,0.507,0.354
S1298,0.76,0.298,0.702
S1299,0.708,0.484,0.499
S1300,0.46,0.719,0.42
S1301,0.706,0.356,0.581
S1302,0.599,0.358,0.514
S1303,0.458,0.508,0.489
S1304,0.367,0.539,0.421
S1305,0.503,0.616,0.335
S1306,0.639,0.483,0.545
S1307,0.415,0.563,0.484
S1308,0.511,0.482,0.565
S1309,0.305,0.633,0.336
S1310,0.444,0.663,0.374
S1311,0.281,0.578,0.369
S1312,0.218,0.638,0.246
S1313,0.741,0.379,0.65
S1314,0.589,0.376,0.514
S1315,0.383,0.602,0.358
S1316,0.489,0.489,0.531
S1317,0.382,0.691,0.469
S1318,0.261,0.722,0.275
S1319,0.284,0.598,0.447
S1320,0.563,0.512,0.614
S1321,0.642,0.561,0.562
S1322,0.681,0.456,0.512
S1323,0.199,0.747,0.251
S1324,0.492,0.546,0.423
S1325,0.448,0.559,0.511
S1326,0.422,0.648,0.446
S1327,0.313,0.627,0.371
S1328,0.739,0.311,0.645
S1329,0.26,0.612,0.387
S1330,0.675,0.304,0.616
S1331,0.511,0.445,0.506
S1332,0.706,0.393,0.606
S1333,0.575,0.481,0.505
S1334,0.237,0.803,0.28
S1335,0.49,0.494,0.5
S1336,0.434,0.6,0.371
S1337,0.397,0.667,0.389
S1338,0.774,0.437,0.625
S1339,0.768,0.371,0.756
S1340,0.553,0.527,0.593
S1341,0.507,0.508,0.451
S1342,0.295,0.592,0.311
S1343,0.446,0.486,0.471
S1344,0.443,0.575,0.425
S1345,0.474,0.424,0.51
S1346,0.627,0.432,0.634
S1347,0.415,0.609,0.5
S1348,0.716,0.4,0.678
S1349,0.521,0.536,0.523
S1350,0.587,0.511,0.576
S1351,0.502,0.64,0.469
S1352,0.587,0.471,0.554
S1353,0.362,0.645,0.351
S1354,0.591,0.375,0.668
S1355,0.526,0.571,0.433
S1356,0.161,0.78,0.301
S1357,0.316,0.621,0.375
S1358,0.51,0.416,0.559
S1359,0.34,0.535,0.334
S1360,0.683,0.455,0.648
S1361,0.499,0.605,0.552
S1362,0.446,0.611,0.421
S1363,0.531,0.47,0.533
S1364,0.681,0.297,0.615
S1365,0.474,0.56,0.359
S1366,0.737,0.312,0.685
S1367,0.584,0.397,0.546
S1368,0.48,0.606,0.479
S1369,0.755,0.453,0.581
S1370,0.441,0.602,0.371
S1371,0.471,0.446,0.453
S1372,0.734,0.306,0.629
S1373,0.496,0.678,0.452
S1374,0.456,0.598,0.423
S1375,0.564,0.375,0.674
S1376,0.486,0.6,0.414
S1377,0.331,0.658,0.358
S1378,0.623,0.372,0.527
S1379,0.575,0.455,0.469
S1380,0.425,0.518,0.421
S1381,0.728,0.306,0.569
S1382,0.703,0.333,0.666
S1383,0.601,0.495,0.526
S1384,0.655,0.484,0.612
S1385,0.628,0.445,0.6
S1386,0.264,0.78,0.261
S1387,0.438,0.548,0.367
S1388,0.606,0.438,0.534
S1389,0.509,0.546,0.413
S1390,0.323,0.481,0.452
S1391,0.449,0.623,0.493
S1392,0.769,0.34,0.624
S1393,0.416,0.462,0.507
S1394,0.606,0.461,0.56
S1395,0.54,0.524,0.441
S1396,0.377,0.717,0.317
S1397,0.527,0.605,0.371
S1398,0.513,0.592,0.538
S1399,0.662,0.338,0.609
S1400,0.555,0.582,0.578
S1401,0.519,0.53,0.471
S1402,0.596,0.355,0.648
S1403,0.328,0.632,0.34
S1404,0.35,0.665,0.239
S1405,0.805,0.272,0.77
S1406,0.448,0.661,0.397
S1407,0.56,0.438,0.496
S1408,0.6,0.534,0.604
S1409,0.329,0.618,0.346
S1410,0.679,0.374,0.604
S1411,0.628,0.391,0.406
S1412,0.677,0.289,0.609
S1413,0.519,0.707,0.294
S1414,0.423,0.536,0.393
S1415,0.64,0.333,0.566
S1416,0.258,0.497,0.324
S1417,0.571,0.554,0.46
S1418,0.498,0.352,0.597
S1419,0.489,0.615,0.353
S1420,0.356,0.688,0.409
S1421,0.447,0.571,0.442
S1422,0.518,0.653,0.468
S1423,0.211,0.828,0.162
S1424,0.663,0.478,0.547
S1425,0.706,0.438,0.573
S1426,0.554,0.479,0.506
S1427,0.715,0.401,0.544
S1428,0.295,0.671,0.309
S1429,0.419,0.556,0.46
S1430,0.31,0.658,0.43
S1431,0.482,0.744,0.352
S1432,0.449,0.522,0.499
S1433,0.448,0.526,0.405
S1434,0.229,0.627,0.452
S1435,0.781,0.256,0.709
S1436,0.559,0.489,0.508
S1437,0.552,0.399,0.559
S1438,0.333,0.656,0.376
S1439,0.617,0.46,0.571
S1440,0.614,0.384,0.647
S1441,0.582,0.398,0.582
S1442,0.619,0.34,0.581
S1443,0.722,0.228,0.719
S1444,0.458,0.545,0.441
S1445,0.414,0.681,0.296
S1446,0.5,0.45,0.486
S1447,0.639,0.391,0.492
S1448,0.664,0.49,0.493
S1449,0.322,0.586,0.324
S1450,0.45,0.662,0.388
S1451,0.614,0.379,0.514
S1452,0.277,0.668,0.381
S1453,0.366,0.518,0.444
S1454,0.56,0.647,0.526
S1455,0.592,0.42,0.546
S1456,0.369,0.6,0.373
S1457,0.559,0.405,0.552
S1458,0.762,0.299,0.57
S1459,0.767,0.427,0.554
S1460,0.672,0.434,0.493
S1461,0.738,0.348,0.559
S1462,0.489,0.623,0.385
S1463,0.717,0.439,0.602
S1464,0.408,0.458,0.379
S1465,0.409,0.595,0.297
S1466,0.569,0.58,0.459
S1467,0.595,0.47,0.598
S1468,0.467,0.48,0.33
S1469,0.422,0.588,0.491
S1470,0.456,0.509,0.499
S1471,0.295,0.716,0.256
S1472,0.565,0.496,0.61
S1473,0.269,0.625,0.38
S1474,0.131,0.764,0.302
S1475,0.759,0.161,0.706
S1476,0.46,0.591,0.421
S1477,0.634,0.447,0.503
S1478,0.484,0.501,0.549
S1479,0.285,0.442,0.414
S1480,0.698,0.497,0.576
S1481,0.537,0.574,0.391
S1482,0.567,0.528,0.531
S1483,0.685,0.355,0.643
S1484,0.345,0.632,0.364
S1485,0.451,0.509,0.386
S1486,0.666,0.285,0.574
S1487,0.59,0.411,0.505
S1488,0.12,0.589,0.332
S1489,0.525,0.511,0.499
S1490,0.55,0.488,0.594
S1491,0.247,0.705,0.258
S1492,0.571,0.337,0.643
S1493,0.27,0.751,0.333
S1494,0.727,0.344,0.649
S1495,0.416,0.501,0.482
S1496,0.582,0.426,0.488
S1497,0.12,0.665,0.286
S1498,0.856,0.129,0.827
S1499,0.411,0.629,0.378
S1500,0.226,0.751,0.304
S1501,0.602,0.541,0.627
S1502,0.299,0.586,0.481
S1503,0.72,0.43,0.605
S1504,0.491,0.49,0.388
S1505,0.307,0.748,0.322
S1506,0.538,0.456,0.489
S1507,0.573,0.419,0.539
S1508,0.709,0.329,0.665
S1509,0.769,0.464,0.612
S1510,0.586,0.528,0.494
S1511,0.454,0.437,0.39
S1512,0.45,0.6,0.394
S1513,0.493,0.534,0.486
S1514,0.618,0.491,0.593
S1515,0.341,0.571,0.415
S1516,0.823,0.33,0.624
S1517,0.544,0.283,0.663
S1518,0.696,0.463,0.556
S1519,0.58,0.292,0.633
S1520,0.643,0.365,0.676
S1521,0.356,0.562,0.34
S1522,0.517,0.468,0.459
S1523,0.509,0.478,0.48
S1524,0.378,0.51,0.447
S1525,0.604,0.616,0.581
S1526,0.601,0.45,0.458
S1527,0.516,0.502,0.607
S1528,0.514,0.548,0.563
S1529,0.471,0.551,0.475
S1530,0.689,0.476,0.577
S1531,0.647,0.286,0.487
S1532,0.669,0.26,0.631
S1533,0.611,0.354,0.64
S1534,0.394,0.421,0.391
S1535,0.465,0.63,0.442
S1536,0.292,0.55,0.401
S1537,0.598,0.467,0.496
S1538,0.646,0.368,0.686
S1539,0.561,0.487,0.505
S1540,0.397,0.536,0.372
S1541,0.358,0.56,0.421
S1542,0.53,0.543,0.522
S1543,0.435,0.464,0.574
S1544,0.497,0.437,0.497
S1545,0.458,0.463,0.474
S1546,0.517,0.613,0.375
S1547,0.344,0.772,0.27
S1548,0.396,0.528,0.455
S1549,0.499,0.529,0.429
S1550,0.58,0.398,0.541
S1551,0.594,0.54,0.616
S1552,0.513,0.481,0.608
S1553,0.574,0.431,0.575
S1554,0.341,0.657,0.454
S1555,0.12,0.881,0.23
S1556,0.308,0.638,0.312
S1557,0.539,0.498,0.476
S1558,0.696,0.256,0.613
S1559,0.503,0.641,0.413
S1560,0.295,0.601,0.322
S1561,0.613,0.587,0.5
S1562,0.522,0.549,0.531
S1563,0.345,0.786,0.41
S1564,0.39,0.589,0.406
S1565,0.326,0.511,0.395
S1566,0.678,0.39,0.534
S1567,0.317,0.661,0.348
S1568,0.554,0.463,0.63
S1569,0.71,0.387,0.578
S1570,0.246,0.61,0.271
S1571,0.163,0.703,0.272
S1572,0.328,0.683,0.174
S1573,0.501,0.449,0.527
S1574,0.396,0.707,0.314
S1575,0.361,0.668,0.448
S1576,0.382,0.593,0.433
S1577,0.515,0.392,0.478
S1578,0.553,0.381,0.444
S1579,0.538,0.498,0.475
S1580,0.503,0.484,0.63
S1581,0.514,0.585,0.465
S1582,0.138,0.677,0.334
S1583,0.307,0.694,0.382
S1584,0.206,0.862,0.185
S1585,0.475,0.615,0.479
S1586,0.349,0.64,0.352
S1587,0.426,0.594,0.474
S1588,0.683,0.237,0.613
S1589,0.54,0.585,0.546
S1590,0.26,0.623,0.285
S1591,0.56,0.516,0.419
S1592,0.531,0.567,0.52
S1593,0.274,0.687,0.301
S1594,0.328,0.654,0.479
S1595,0.622,0.333,0.553
S1596,0.391,0.644,0.343
S1597,0.567,0.353,0.548
S1598,0.538,0.445,0.437
S1599,0.603,0.481,0.592
S1600,0.581,0.528,0.515
S1601,0.694,0.435,0.542
S1602,0.241,0.734,0.241
S1603,0.709,0.436,0.532
S1604,0.517,0.491,0.484
S1605,0.362,0.538,0.342
S1606,0.34,0.638,0.322
S1607,0.517,0.507,0.466
S1608,0.799,0.236,0.705
S1609,0.606,0.481,0.666
S1610,0.359,0.539,0.405
S1611,0.511,0.508,0.406
S1612,0.873,0.264,0.765
S1613,0.642,0.359,0.617
S1614,0.602,0.479,0.469
S1615,0.356,0.572,0.36
S1616,0.779,0.348,0.593
S1617,0.565,0.448,0.481
S1618,0.495,0.485,0.561
S1619,0.512,0.396,0.466
S1620,0.305,0.627,0.355
S1621,0.688,0.346,0.61
S1622,0.581,0.387,0.456
S1623,0.429,0.647,0.392
S1624,0.594,0.285,0.588
S1625,0.654,0.414,0.638
S1626,0.706,0.422,0.632
S1627,0.51,0.56,0.497
S1628,0.683,0.408,0.624
S1629,0.362,0.626,0.486
S1630,0.611,0.4,0.527
S1631,0.578,0.551,0.625
S1632,0.421,0.899,0.368
S1633,0.308,0.597,0.27
S1634,0.505,0.384,0.557
S1635,0.405,0.574,0.482
S1636,0.26,0.721,0.258
S1637,0.375,0.578,0.354
S1638,0.427,0.54,0.368
S1639,0.528,0.504,0.516
S1640,0.76,0.344,0.592
S1641,0.624,0.519,0.524
S1642,0.403,0.586,0.416
S1643,0.463,0.534,0.441
S1644,0.768,0.386,0.631
S1645,0.536,0.61,0.479
S1646,0.647,0.442,0.636
S1647,0.509,0.48,0.511
S1648,0.468,0.595,0.356
S1649,0.525,0.451,0.637
S1650,0.692,0.406,0.676
S1651,0.302,0.571,0.428
S1652,0.456,0.538,0.541
S1653,0.452,0.389,0.483
S1654,0.549,0.627,0.607
S1655,0.626,0.391,0.652
S1656,0.376,0.496,0.336
S1657,0.362,0.648,0.481
S1658,0.526,0.547,0.375
S1659,0.397,0.638,0.407
S1660,0.474,0.463,0.571
S1661,0.491,0.624,0.476
S1662,0.258,0.796,0.29
S1663,0.552,0.393,0.549
S1664,0.135,0.855,0.211
S1665,0.572,0.493,0.544
S1666,0.288,0.576,0.376
S1667,0.602,0.409,0.554
S1668,0.296,0.653,0.354
S1669,0.567,0.466,0.516
S1670,0.166,0.85,0.154
S1671,0.591,0.403,0.576
S1672,0.344,0.763,0.382
S1673,0.607,0.423,0.511
S1674,0.621,0.496,0.662
S1675,0.632,0.449,0.551
S1676,0.806,0.288,0.691
S1677,0.568,0.491,0.565
S1678,0.583,0.444,0.534
S1679,0.662,0.319,0.751
S1680,0.302,0.591,0.351
S1681,0.57,0.473,0.412
S1682,0.41,0.557,0.319
S1683,0.616,0.433,0.513
S1684,0.429,0.742,0.448
S1685,0.191,0.73,0.291
S1686,0.813,0.196,0.816
S1687,0.557,0.702,0.408
S1688,0.378,0.553,0.478
S1689,0.56,0.461,0.446
S1690,0.442,0.658,0.446
S1691,0.362,0.555,0.318
S1692,0.595,0.471,0.463
S1693,0.44,0.563,0.428
S1694,0.372,0.659,0.274
S1695,0.634,0.481,0.543
S1696,0.733,0.424,0.641
S1697,0.446,0.599,0.417
S1698,0.462,0.409,0.389
S1699,0.588,0.434,0.619
S1700,0.347,0.451,0.38
S1701,0.508,0.522,0.467
S1702,0.141,0.792,0.222
S1703,0.601,0.421,0.613
S1704,0.574,0.477,0.504
S1705,0.391,0.672,0.333
S1706,0.6,0.566,0.529
S1707,0.21,0.677,0.321
S1708,0.481,0.601,0.536
S1709,0.48,0.581,0.455
S1710,0.438,0.521,0.455
S1711,0.675,0.424,0.573
S1712,0.592,0.249,0.643
S1713,0.348,0.633,0.426
S1714,0.873,0.321,0.688
S1715,0.526,0.436,0.617
S1716,0.451,0.416,0.496
S1717,0.571,0.398,0.625
S1718,0.444,0.639,0.389
S1719,0.698,0.257,0.682
S1720,0.587,0.481,0.51
S1721,0.497,0.604,0.395
S1722,0.322,0.796,0.287
S1723,0.723,0.364,0.667
S1724,0.537,0.561,0.492
S1725,0.669,0.359,0.612
S1726,0.712,0.249,0.568
S1727,0.553,0.463,0.578
S1728,0.618,0.239,0.684
S1729,0.359,0.631,0.389
S1730,0.351,0.682,0.353
S1731,0.334,0.54,0.384
S1732,0.648,0.562,0.508
S1733,0.583,0.43,0.522
S1734,0.281,0.718,0.357
S1735,0.624,0.413,0.559
S1736,0.699,0.308,0.529
S1737,0.674,0.395,0.534
S1738,0.543,0.446,0.555
S1739,0.415,0.6,0.375
S1740,0.46,0.409,0.519
S1741,0.533,0.432,0.583
S1742,0.634,0.413,0.528
S1743,0.472,0.54,0.571
S1744,0.655,0.591,0.56
S1745,0.449,0.558,0.458
S1746,0.499,0.528,0.438
S1747,0.491,0.526,0.505
S1748,0.517,0.441,0.575
S1749,0.421,0.446,0.504
S1750,0.331,0.617,0.35
S1751,0.278,0.652,0.426
S1752,0.35,0.783,0.331
S1753,0.702,0.404,0.558
S1754,0.409,0.621,0.432
S1755,0.356,0.653,0.33
S1756,0.721,0.275,0.656
S1757,0.301,0.558,0.459
S1758,0.438,0.688,0.356
S1759,0.384,0.662,0.345
S1760,0.644,0.361,0.598
S1761,0.381,0.751,0.385
S1762,0.419,0.499,0.428
S1763,0.733,0.326,0.779
S1764,0.308,0.56,0.411
S1765,0.743,0.33,0.597
S1766,0.471,0.601,0.433
S1767,0.346,0.608,0.432
S1768,0.63,0.377,0.574
S1769,0.487,0.589,0.482
S1770,0.508,0.422,0.599
S1771,0.624,0.381,0.511
S1772,0.567,0.288,0.565
S1773,0.595,0.549,0.466
S1774,0.347,0.825,0.35
S1775,0.384,0.566,0.434
S1776,0.561,0.592,0.52
S1777,0.549,0.576,0.413
S1778,0.676,0.371,0.601
S1779,0.356,0.526,0.419
S1780,0.441,0.616,0.352
S1781,0.671,0.42,0.588
S1782,0.202,0.783,0.263
S1783,0.593,0.419,0.619
S1784,0.401,0.593,0.479
S1785,0.646,0.396,0.656
S1786,0.171,0.751,0.317
S1787,0.489,0.537,0.45
S1788,0.606,0.415,0.577
S1789,0.279,0.686,0.324
S1790,0.309,0.685,0.372
S1791,0.459,0.66,0.501
S1792,0.387,0.636,0.32
S1793,0.454,0.554,0.441
S1794,0.525,0.481,0.374
S1795,0.263,0.773,0.207
S1796,0.659,0.384,0.589
S1797,0.595,0.412,0.596
S1798,0.569,0.567,0.504
S1799,0.396,0.637,0.344
S1800,0.429,0.679,0.379
S1801,0.388,0.602,0.373
S1802,0.175,0.831,0.197
S1803,0.437,0.648,0.518
S1804,0.375,0.692,0.432
S1805,0.605,0.488,0.64
S1806,0.291,0.553,0.298
