sample_id,bile_acids,scfa,tryptophan_metabolism
S792,0.7029,0.375,0.5956
S793,0.4921,0.5939,0.4057
S794,0.9377,0.3,0.3698
S795,0.559,0.3404,0.1644
S796,0.7038,0.6426,0.4109
S797,0.4581,0.6906,0.46
S798,0.7048,0.8879,0.1577
S799,0.7515,0.4011,0.6252
S800,0.5543,0.8777,0.6963
S801,0.5158,0.6909,0.3218
S802,0.6686,0.3968,0.4016
S803,0.8813,0.2652,0.5952
S804,0.7141,0.6985,0.92
S805,0.9521,0.283,0.8994
S806,0.8576,0.3483,0.7461
S807,0.5103,0.8183,0.5455
S808,0.3468,0.6968,0.6644
S809,0.7647,0.1137,1.0
S810,0.5444,0.3201,0.6368
S811,0.3877,0.8178,0.6666
S812,0.5124,0.5493,0.4084
S813,0.7191,0.5262,0.8191
S814,0.9568,0.2104,0.625
S815,0.4802,0.6762,0.4126
S816,0.4987,1.0,0.3698
S817,0.6101,0.522,0.5389
S818,0.8067,0.6473,0.4905
S819,0.4475,0.6666,0.4948
S820,0.4234,0.7834,0.8238
S821,0.8347,0.2602,0.6029
S822,0.8681,0.335,0.7042
S823,0.1937,0.8145,0.6797
S824,0.6819,0.4616,0.464
S825,0.5164,0.3866,0.5144
S826,0.4575,0.5931,0.5766
S827,0.8651,0.4323,0.6227
S828,0.134,0.833,0.7064
S829,1.0,0.4372,0.8408
S830,0.7371,0.6707,0.2495
S831,0.6832,0.6008,0.4261
S832,0.8772,0.1689,0.6
S833,0.6945,0.8309,0.3827
S834,0.6248,0.2695,0.0885
S835,0.6109,0.3226,0.7245
S836,0.5668,0.5429,0.7276
S837,1.0,0.1806,0.624
S838,0.3786,0.5914,0.3609
S839,1.0,0.2698,0.6821
S840,0.703,0.4253,0.7277
S841,0.6701,0.2922,0.5294
S842,0.5125,0.4067,0.4275
S843,0.801,0.26,0.6676
S844,1.0,0.3438,0.5075
S845,1.0,0.3789,0.5552
S846,0.846,0.0967,0.3479
S847,0.7202,0.9146,0.7223
S848,0.3676,0.3119,0.6474
S849,1.0,0.5506,0.6728
S850,0.9227,0.0192,0.3721
S851,0.4368,0.5996,0.3378
S852,0.6315,0.2444,0.6704
S853,0.5775,0.2551,0.7357
S854,0.5778,0.7649,0.5384
S855,0.3402,0.3809,0.9176
S856,0.2435,0.5592,0.474
S857,0.7922,0.6264,0.6582
S858,0.6278,0.6455,0.446
S859,0.9372,0.2278,0.6737
S860,0.1645,0.3885,0.2721
S861,0.4466,0.4943,0.5234
S862,0.545,0.3333,0.2063
S863,0.4487,0.4224,0.3946
S864,0.4079,0.7818,0.4784
S865,0.5299,0.3692,0.3161
S866,0.5657,0.9119,0.3362
S867,1.0,0.5385,0.4993
S868,0.6054,0.5276,0.6131
S869,0.6762,0.0009,0.844
S870,0.5636,0.7168,0.5185
S871,0.6817,0.2532,0.5278
S872,0.4983,0.4865,0.1469
S873,0.6096,0.2841,0.6721
S874,0.4859,0.2552,0.477
S875,0.4108,0.4764,0.7368
S876,0.5039,0.4979,0.1718
S877,0.3344,0.6028,0.2677
S878,0.7306,0.3273,0.5386
S879,1.0,0.3056,0.4945
S880,0.6521,0.656,0.8893
S881,0.3984,0.7729,0.2773
S882,0.2599,0.6816,0.743
S883,0.4315,0.7251,0.8081
S884,0.5742,0.5019,0.4529
S885,0.7143,0.5633,0.4837
S886,0.7259,0.5254,0.6684
S887,0.9146,0.5061,0.5558
S888,0.4923,0.2734,0.6143
S889,0.7917,0.265,0.8313
S890,0.6595,0.6826,0.4637
S891,0.7086,0.6808,0.516
S892,0.7431,0.4867,0.7264
S893,0.6957,0.9633,0.2041
S894,0.4683,0.8811,0.5475
S895,0.7637,0.2981,0.7322
S896,0.4531,0.5661,0.5541
S897,0.4112,0.471,0.3339
S898,0.8665,0.6486,0.8191
S899,0.6159,0.6544,0.6718
S900,0.992,0.3385,0.7132
S901,0.6688,0.6971,0.638
S902,0.7365,0.347,0.3292
S903,0.242,0.9675,0.445
S904,0.7728,0.5986,0.5749
S905,0.5666,0.2202,0.9402
S906,0.7812,0.4886,0.3747
S907,0.818,0.2993,0.7155
S908,1.0,0.4971,0.6064
S909,0.7214,0.4324,0.5601
S910,0.5584,0.3348,0.374
S911,0.2146,0.4728,0.664
S912,0.4754,0.5588,0.7733
S913,0.3968,0.7859,0.8724
S914,0.4715,0.515,0.4439
S915,0.3707,0.2967,0.742
S916,0.434,0.6266,0.2831
S917,0.9081,0.3089,0.8963
S918,0.4865,0.7209,0.542
S919,0.64,0.3023,0.4445
S920,0.5735,0.9007,0.6826
S921,0.8072,0.3316,0.8731
S922,0.7411,0.4122,0.6877
S923,0.4585,0.9071,0.2552
S924,0.498,0.3092,0.8908
S925,0.1862,0.5582,0.2928
S926,0.5166,0.5881,0.5274
S927,0.4922,0.7872,0.16
S928,0.5333,0.246,0.5184
S929,0.1841,0.5106,0.1531
S930,0.6186,0.3106,0.8559
S931,0.7736,0.4523,0.6306
S932,0.6364,0.739,0.4243
S933,0.5161,0.3342,0.2923
S934,0.7181,0.644,0.3691
S935,0.428,0.4416,0.6196
S936,0.653,0.2345,0.6632
S937,0.7218,0.3721,0.8485
S938,0.3695,0.4544,0.8191
S939,0.6093,0.4519,0.3495
S940,0.1951,0.5819,0.2724
S941,0.3026,0.5931,0.3496
S942,0.5203,0.5075,0.7527
S943,0.8183,0.3002,0.6779
S944,0.729,0.8604,0.4927
S945,0.6461,0.5239,0.3822
S946,0.8075,0.3993,0.4397
S947,0.448,0.5988,0.5824
S948,0.6255,0.3701,0.643
S949,0.6705,0.5255,0.6303
S950,0.944,0.195,0.4644
S951,0.3156,0.3316,0.6652
S952,0.6773,0.5632,0.4986
S953,0.7235,0.5346,0.3804
S954,0.2872,0.6569,0.3123
S955,0.3715,0.62,0.3961
S956,0.8446,0.6117,0.6475
S957,0.4613,0.6401,0.6459
S958,1.0,0.3332,0.7938
S959,0.1737,0.5199,0.3821
S960,0.799,0.0277,0.6545
S961,0.6184,0.645,0.2426
S962,0.7547,0.5837,0.7386
S963,0.2651,0.2992,0.4918
S964,0.5786,0.2468,0.5055
S965,0.5672,0.4087,0.5648
S966,0.4642,0.7603,0.4109
S967,0.387,0.677,0.3415
S968,0.6604,0.9284,0.6201
S969,0.2385,0.4203,0.4589
S970,0.54,0.7733,0.8343
S971,0.8561,0.2587,0.5531
S972,1.0,0.5567,0.6876
S973,0.7952,0.2878,0.4501
S974,0.116,0.7076,0.4408
S975,0.1052,0.4995,0.3693
S976,0.2488,0.6201,0.5951
S977,0.738,0.7308,0.6375
S978,0.3018,0.8902,0.4006
S979,0.7586,0.2039,0.6879
S980,0.4573,0.2732,0.771
S981,0.7016,0.3724,0.8612
S982,0.2937,0.72,0.144
S983,0.3749,0.5086,0.6063
S984,0.3011,0.4738,0.3456
S985,0.5034,0.6164,0.6101
S986,0.8179,0.5915,0.8831
S987,0.6476,0.2062,0.6506
S988,0.6606,0.2353,0.7697
S989,0.4517,0.5535,0.7835
S990,0.7734,0.5945,0.4279
S991,0.6633,0.5713,0.9655
S992,0.3978,0.2971,0.7278
S993,1.0,0.1619,0.7617
S994,0.8482,0.8078,0.3333
S995,0.5244,0.7371,0.322
S996,0.7588,0.4133,0.8379
S997,0.6736,0.3501,0.9573
S998,0.6246,0.6492,0.6618
S999,0.809,0.3092,0.5435
S1000,0.4269,0.2735,0.4674
S1001,0.5715,0.4532,0.4302
S1002,0.4042,0.3839,0.6049
S1003,0.5273,0.4511,0.9663
S1004,0.6533,0.2133,0.4448
S1005,0.2396,0.5851,0.7952
S1006,0.891,0.3864,1.0
S1007,0.6922,0.6405,0.5642
S1008,0.9291,0.615,0.557
S1009,0.4436,0.7218,0.5709
S1010,0.3705,0.5582,0.2697
S1011,0.7389,0.6182,0.3741
S1012,0.8205,0.1624,1.0
S1013,0.4515,0.6409,0.5505
S1014,0.2299,0.4498,0.4453
S1015,0.6725,0.3803,0.4967
S1016,0.5401,0.3487,0.554
S1017,0.5864,0.6011,0.4211
S1018,0.7684,0.4711,0.7173
S1019,0.5484,0.6066,0.5305
S1020,0.465,0.6332,0.4135
S1021,0.7425,0.4373,0.5472
S1022,0.589,0.498,0.3282
S1023,0.5283,0.8593,0.3491
S1024,0.5201,0.0,0.723
S1025,0.2513,0.2747,0.9319
S1026,0.779,0.2852,0.6255
S1027,0.4849,0.3112,0.5004
S1028,0.3668,0.9101,0.2564
S1029,0.7693,0.6998,0.0
S1030,0.8282,0.685,0.3147
S1031,1.0,0.648,0.5859
S1032,0.587,0.6692,0.3408
S1033,0.8449,0.3226,0.7344
S1034,0.5665,0.2765,0.722
S1035,0.5741,0.4925,0.5896
S1036,0.7549,0.3713,0.5568
S1037,0.4077,0.4611,0.6197
S1038,0.4833,0.6047,0.5043
S1039,0.5795,0.4191,0.5848
S1040,0.6341,0.5731,0.7379
S1041,0.6936,0.6387,0.4717
S1042,0.5045,0.9615,0.6877
S1043,0.2318,0.5715,0.5001
S1044,0.8025,0.6985,0.7947
S1045,0.7614,0.8083,0.3316
S1046,0.2952,0.2977,0.4382
S1047,0.464,0.6786,0.7425
S1048,0.6018,0.261,0.8077
S1049,0.2871,0.4799,0.5134
S1050,0.3856,0.7322,0.5632
S1051,0.411,0.8773,0.6695
S1052,0.8263,0.4295,0.6112
S1053,0.3383,0.6463,0.4117
S1054,0.2699,0.5941,0.2136
S1055,0.8451,0.2811,0.5284
S1056,0.5969,0.0634,0.6381
S1057,0.8096,0.5865,0.4908
S1058,0.6919,0.0172,0.9203
S1059,0.3444,0.8322,0.4152
S1060,0.6028,0.5879,0.4836
S1061,0.504,0.5743,0.6025
S1062,0.418,0.6368,0.6757
S1063,0.7349,0.6,0.6045
S1064,0.7056,0.3671,0.303
S1065,0.9799,0.0,0.8654
S1066,0.5709,0.165,0.8732
S1067,1.0,0.4034,0.3613
S1068,0.4373,0.6102,0.3674
S1069,0.5226,0.5186,0.5817
S1070,0.5533,0.5055,0.5197
S1071,0.6327,0.4351,0.2648
S1072,0.39,0.6749,0.3248
S1073,0.2953,0.5363,0.4346
S1074,0.0827,0.5392,0.4377
S1075,0.7729,0.3709,0.703
S1076,0.8881,0.127,0.6916
S1077,0.1757,0.2563,0.4718
S1078,0.6188,0.5331,0.3066
S1079,0.8984,0.3842,0.6588
S1080,0.5703,0.3981,0.4815
S1081,0.7598,0.2952,0.861
S1082,0.4137,0.6024,0.5779
S1083,0.3783,0.3396,0.5247
S1084,0.4261,0.7559,0.7194
S1085,0.517,0.2759,0.3892
S1086,0.3395,0.3759,0.3186
S1087,0.4143,0.8535,0.5771
S1088,0.9292,0.4563,0.4894
S1089,0.8677,0.2125,0.6227
S1090,0.8144,0.5034,0.5457
S1091,0.7467,0.3734,0.7476
S1092,0.3365,0.7881,0.4718
S1093,0.4885,0.7099,0.7175
S1094,0.6619,0.4813,0.6314
S1095,0.5947,0.8674,0.8076
S1096,0.3164,0.4896,0.4883
S1097,0.49,0.677,0.4089
S1098,0.6882,0.5167,0.2821
S1099,0.8905,0.6043,0.5902
S1100,0.6884,0.2577,0.4991
S1101,0.6783,0.3622,0.655
S1102,0.589,0.3739,0.5332
S1103,0.5588,0.6782,0.506
S1104,0.5805,0.5609,0.4835
S1105,0.6589,0.1692,1.0
S1106,0.5815,0.6312,0.4647
S1107,0.387,0.5455,0.7115
S1108,0.3882,0.5645,0.6123
S1109,0.6299,0.536,0.6226
S1110,0.2709,0.5984,0.6458
S1111,0.5864,0.5844,0.4214
S1112,0.7934,0.2996,0.7357
S1113,0.6418,0.6999,0.4381
S1114,0.6768,0.6078,0.5228
S1115,0.3669,0.5132,0.5586
S1116,0.3374,0.3891,0.3959
S1117,0.9918,0.0,0.4839
S1118,0.8147,0.3737,0.4698
S1119,0.8455,0.2875,0.7894
S1120,0.3273,0.6361,0.6433
S1121,0.693,0.6012,0.5917
S1122,0.4465,0.3404,0.486
S1123,0.8928,0.5859,0.684
S1124,0.4114,0.6455,0.3629
S1125,0.8678,0.4369,0.364
S1126,0.6147,0.3219,0.357
S1127,1.0,0.5333,0.833
S1128,0.759,0.4298,0.4515
S1129,0.4746,0.7531,0.3242
S1130,0.9795,0.9835,0.77
S1131,0.5195,0.5873,0.2531
S1132,0.7608,0.3886,0.4976
S1133,0.487,0.9359,0.4786
S1134,0.6122,0.5321,0.3739
S1135,0.4738,0.6846,0.2652
S1136,0.0938,0.9728,0.8295
S1137,0.4628,0.7108,0.0116
S1138,0.409,0.4163,0.5384
S1139,0.7741,0.4164,0.8145
S1140,0.7894,0.3505,0.8566
S1141,0.7519,0.2192,0.5956
S1142,0.6434,0.6166,0.5432
S1143,0.6439,0.3104,0.135
S1144,0.6319,0.9713,0.0037
S1145,0.45,0.4388,0.6244
S1146,0.4761,0.7924,0.7143
S1147,0.7416,0.6563,0.757
S1148,0.7606,0.5743,0.5831
S1149,0.9085,0.3699,0.783
S1150,0.3024,0.6514,0.6002
S1151,0.3226,0.5281,0.4219
S1152,0.7287,0.4315,0.5067
S1153,0.63,0.338,0.6233
S1154,0.4529,0.8457,0.6446
S1155,1.0,0.326,0.7137
S1156,0.2703,0.4966,0.1113
S1157,0.6906,0.5253,0.8193
S1158,0.7957,0.5138,0.4716
S1159,0.4931,0.2416,0.6877
S1160,0.8189,0.0002,0.7122
S1161,0.5713,0.2828,0.5137
S1162,0.6587,0.2374,0.7066
S1163,0.4284,0.1346,0.905
S1164,0.4652,0.374,0.8645
S1165,0.4221,0.5298,0.117
S1166,0.5355,0.3528,0.4365
S1167,0.5253,0.8457,0.4325
S1168,0.5359,0.8353,0.5248
S1169,0.9685,0.1344,0.6129
S1170,0.4489,0.6803,0.5551
S1171,0.9635,0.4339,0.681
S1172,0.5342,0.4244,0.1902
S1173,0.5621,0.243,0.5135
S1174,0.7057,0.5951,0.3553
S1175,0.8176,0.0812,0.9361
S1176,0.9522,0.4631,0.7656
S1177,0.4939,0.5725,0.2242
S1178,0.7812,0.6365,0.4954
S1179,0.405,0.6589,0.4357
S1180,0.5136,0.7639,0.5607
S1181,0.7292,0.4961,0.2728
S1182,0.207,0.7905,0.6096
S1183,0.6366,0.5726,0.5092
S1184,0.8644,0.4841,0.4419
S1185,0.5802,0.8709,0.7212
S1186,0.6173,0.2356,0.6077
S1187,0.5112,0.433,0.5513
S1188,0.2988,0.2901,0.2639
S1189,0.8353,0.2377,0.6645
S1190,0.8848,0.1372,0.7376
S1191,0.554,0.276,0.8115
S1192,0.4765,0.5548,0.6935
S1193,0.9836,0.1827,0.6277
S1194,0.7549,0.7533,0.6682
S1195,0.5295,0.6594,0.4036
S1196,0.4767,0.5465,0.224
S1197,0.3199,0.6904,0.4431
S1198,0.4156,0.1013,0.533
S1199,0.7094,0.5536,1.0
S1200,0.8948,0.1554,0.8938
S1201,0.75,0.7921,0.42
S1202,0.3984,0.8219,0.3452
S1203,0.4749,0.5094,0.585
S1204,0.4624,0.5324,0.5756
S1205,0.9465,0.2232,0.4156
S1206,0.9228,0.474,0.8434
S1207,0.5758,0.6302,0.7156
S1208,0.7527,0.5003,0.4771
S1209,0.6882,0.6193,0.7677
S1210,0.985,0.4165,1.0
S1211,1.0,0.0384,0.6257
S1212,0.7555,0.3473,0.4245
S1213,0.4257,0.4779,0.1109
S1214,0.3665,0.7451,0.6847
S1215,0.4128,0.5835,0.5134
S1216,0.6097,0.0694,0.5904
S1217,0.7648,0.5412,0.7226
S1218,0.6368,0.2305,0.2339
S1219,0.5902,0.413,0.5868
S1220,0.9047,0.1364,0.8404
S1221,0.4465,0.6323,0.3257
S1222,0.3688,0.3387,0.7246
S1223,0.6368,0.1224,0.5955
S1224,0.2911,0.2675,0.4201
S1225,0.6016,0.5245,0.8399
S1226,0.1861,0.5165,0.7021
S1227,0.9515,0.3463,0.8211
S1228,0.4927,0.1537,0.633
S1229,0.3749,0.7224,0.4829
S1230,0.8171,0.6699,0.6539
S1231,0.8081,0.3477,0.5916
S1232,0.9186,0.7188,0.7439
S1233,0.3539,0.6053,0.4118
S1234,0.9776,0.5044,0.7879
S1235,0.7183,0.2693,0.8137
S1236,0.4768,0.5944,0.3872
S1237,0.9657,0.4372,0.7424
S1238,0.3119,0.6528,0.4398
S1239,0.4202,0.6158,0.1906
S1240,0.7671,0.2354,0.4876
S1241,0.682,0.0483,0.7417
S1242,0.9241,0.4271,0.9073
S1243,0.5509,0.4193,0.3145
S1244,0.601,0.013,0.3723
S1245,0.5473,0.4157,0.9115
S1246,0.6424,0.4712,0.5375
S1247,0.819,0.5541,0.7127
S1248,0.5288,0.2414,0.9041
S1249,0.7772,0.5025,0.2474
S1250,0.7019,0.2782,0.8591
S1251,1.0,0.4664,0.4743
S1252,0.4408,0.4151,0.1623
S1253,0.5721,0.9641,0.1036
S1254,0.352,0.5693,0.4954
S1255,0.5243,0.6609,0.5965
S1256,0.6746,0.1389,0.4393
S1257,0.7957,0.5455,0.6958
S1258,0.7849,0.5176,0.5542
S1259,0.2879,0.5023,0.2589
S1260,0.4902,0.5624,0.2859
S1261,0.548,0.4923,0.5935
S1262,0.4734,0.326,0.3447
S1263,0.7096,0.6192,0.1109
S1264,0.4523,0.7765,0.5086
S1265,0.8445,0.804,0.4543
S1266,0.7627,0.3755,0.5094
S1267,0.6261,1.0,0.584
S1268,0.6448,0.8825,0.5147
S1269,0.2214,0.5666,0.6121
S1270,0.7652,0.4654,0.7414
S1271,0.4475,0.6428,0.7647
S1272,0.3954,0.5754,0.416
S1273,0.872,0.3672,0.6751
S1274,0.3902,0.6927,0.6849
S1275,0.3758,0.2631,0.6495
S1276,0.6196,0.5985,0.4302
S1277,0.8589,0.2853,0.6541
S1278,0.2744,0.8678,0.2965
S1279,0.3524,0.5607,0.1977
S1280,0.3398,0.5724,0.342
S1281,0.7152,0.27,0.7146
S1282,0.5714,0.4097,0.0618
S1283,0.7388,0.713,0.712
S1284,1.0,0.003,0.7198
S1285,0.8129,0.4663,0.8154
S1286,0.7157,0.4841,0.3365
S1287,0.3313,0.7967,0.682
S1288,0.5245,0.9416,0.4198
S1289,0.5805,0.9339,0.265
S1290,0.649,0.3496,0.7252
S1291,0.4902,0.6792,0.7612
S1292,0.6734,0.3414,0.4856
S1293,0.3975,0.8386,0.7126
S1294,0.893,0.247,0.6027
S1295,0.0415,0.9872,0.5695
S1296,0.6374,0.1814,0.683
S1297,0.8052,0.4531,0.9438
S1298,0.0544,0.7051,0.3166
S1299,0.646,0.9249,0.5162
S1300,0.5884,0.7181,0.5106
S1301,0.7149,0.1765,0.8479
S1302,0.6498,0.4155,0.4366
S1303,0.7799,0.3901,0.4924
S1304,0.6023,0.4635,0.4321
S1305,0.7175,0.6175,0.4593
S1306,0.625,0.3095,0.7584
S1307,0.4822,0.4496,0.514
S1308,0.5362,0.4634,0.8902
S1309,0.4442,0.6609,0.4174
S1310,0.6696,0.4559,0.3063
S1311,0.5076,0.1274,0.5597
S1312,0.4136,0.8579,0.6362
S1313,0.561,0.8983,0.3149
S1314,0.4153,0.6041,0.4139
S1315,0.6335,0.5515,0.5268
S1316,0.7891,0.1477,0.7858
S1317,0.4895,0.5713,0.2158
S1318,0.6457,0.5462,0.6045
S1319,0.5111,0.6989,0.339
S1320,0.5829,0.4746,0.516
S1321,0.6528,0.184,0.6434
S1322,1.0,0.4284,0.3947
S1323,0.7637,0.5356,0.8815
S1324,0.4921,0.5719,0.6715
S1325,0.4418,0.9172,0.5526
S1326,0.6247,0.1967,0.3345
S1327,0.8419,0.1923,0.4886
S1328,0.5891,0.2598,0.6105
S1329,0.645,0.3507,0.6408
S1330,0.2747,0.435,0.2498
S1331,0.4873,0.4315,0.5526
S1332,0.4428,0.4785,0.7745
S1333,0.9672,0.3948,0.7432
S1334,0.6041,0.0712,0.8839
S1335,0.4789,0.1632,0.6715
S1336,0.5543,0.593,0.3749
S1337,1.0,0.5565,0.8154
S1338,0.6797,0.6539,0.4815
S1339,0.7819,0.508,0.5677
S1340,0.4365,0.5864,0.781
S1341,0.4124,0.6145,0.5922
S1342,0.7897,0.0292,0.8872
S1343,0.8206,0.0637,0.8037
S1344,0.5715,0.2382,0.5964
S1345,0.4493,0.3696,0.8561
S1346,0.7517,0.5088,0.3597
S1347,0.3977,0.5658,0.968
S1348,0.5172,0.3941,0.4458
S1349,0.8548,0.4679,0.7484
S1350,0.5282,0.5274,0.4333
S1351,0.6045,0.5892,0.1904
S1352,0.5552,0.6144,0.5967
S1353,0.6619,0.5074,0.7758
S1354,0.6593,0.713,0.2476
S1355,0.4738,0.7194,0.3727
S1356,0.3375,0.5874,0.887
S1357,0.5757,0.6329,0.5303
S1358,0.9294,0.472,0.4639
S1359,0.1606,0.4162,0.6846
S1360,0.4783,0.5649,0.1604
S1361,0.7428,0.3559,0.942
S1362,0.3646,0.5169,0.3985
S1363,0.9349,0.2783,0.4677
S1364,0.6756,0.5378,0.3752
S1365,0.434,0.5115,0.6025
S1366,0.5279,0.5298,0.6768
S1367,0.7619,0.2783,0.6783
S1368,0.6451,0.6503,0.5193
S1369,0.8933,0.45,0.4216
S1370,0.789,0.5578,0.1935
S1371,0.6231,0.5823,0.6602
S1372,0.413,0.4078,0.5959
S1373,0.2399,0.6418,0.3576
S1374,0.2966,0.4426,0.7315
S1375,0.7936,0.6043,0.3052
S1376,0.2467,0.48,0.4503
S1377,0.4986,0.5217,0.4781
S1378,0.2616,1.0,0.2937
S1379,0.8511,0.43,0.6232
S1380,0.7925,0.0628,0.8013
S1381,1.0,0.2481,0.6139
S1382,0.6858,0.4614,0.4841
S1383,0.3657,0.7708,0.4693
S1384,0.5825,0.3839,0.3629
S1385,0.4126,0.7903,0.553
S1386,0.6739,0.606,0.5637
S1387,0.6342,0.4001,0.5514
S1388,1.0,0.743,0.7964
S1389,0.409,0.278,0.2985
S1390,0.4243,0.7059,0.5383
S1391,0.6922,0.7234,0.4868
S1392,0.7192,0.5995,0.6179
S1393,0.3849,0.6571,0.5379
S1394,0.9083,0.4004,0.5884
S1395,0.5136,0.6586,0.5998
S1396,0.3264,0.5941,0.3311
S1397,0.7724,0.7146,0.3794
S1398,0.4714,0.4943,0.48
S1399,0.2124,0.5473,0.2963
S1400,0.5311,0.56,0.5984
S1401,0.7128,0.6811,0.7019
S1402,0.8097,0.4365,0.2168
S1403,0.6744,0.6361,0.8805
S1404,0.7037,0.6314,0.5967
S1405,0.7494,0.4609,0.6515
S1406,0.5633,0.4808,0.7007
S1407,0.6822,0.5707,0.6848
S1408,0.4812,0.7765,0.5306
S1409,0.4039,0.7341,0.1653
S1410,0.5258,0.3162,0.3827
S1411,0.4838,0.7204,0.7728
S1412,0.558,0.191,1.0
S1413,0.5989,0.502,1.0
S1414,0.3986,0.2439,0.4272
S1415,0.4539,0.5613,0.1283
S1416,0.4987,0.5769,0.2405
S1417,0.6906,0.5015,0.6648
S1418,0.5143,0.6021,0.6762
S1419,0.0,0.6984,0.3002
S1420,0.5586,0.637,0.5971
S1421,0.602,0.7702,0.8121
S1422,0.8415,0.7825,0.4251
S1423,0.7705,0.2836,0.5161
S1424,0.2145,0.8063,0.3671
S1425,0.5282,0.5354,0.2686
S1426,0.5,0.5977,0.5537
S1427,0.5993,0.3731,0.5554
S1428,0.4358,0.4779,0.6843
S1429,0.3702,0.969,0.6572
S1430,0.4753,0.5772,0.9167
S1431,0.9975,0.2566,1.0
S1432,0.8992,0.1242,0.2629
S1433,0.4175,0.3733,0.7662
S1434,0.7611,0.5711,0.7889
S1435,0.9622,0.5351,0.6653
S1436,0.6153,0.6715,0.4578
S1437,0.6905,0.3777,0.4405
S1438,0.6771,0.7632,0.572
S1439,0.8695,0.2204,0.5956
S1440,0.9469,0.1309,0.7588
S1441,0.8859,0.2087,0.9262
S1442,1.0,0.248,0.782
S1443,0.4799,0.6363,0.4717
S1444,0.5779,0.5881,0.4618
S1445,0.7965,0.2884,0.3872
S1446,0.7608,0.455,0.7211
S1447,0.2034,0.7904,0.5903
S1448,0.3362,0.5206,0.6729
S1449,0.2876,0.2909,0.8004
S1450,0.8691,0.2432,0.5336
S1451,0.0388,0.5025,0.2293
S1452,0.3437,0.5834,0.7805
S1453,1.0,0.5623,0.4949
S1454,0.9689,0.6158,0.6518
S1455,0.622,0.5351,0.3283
S1456,0.5472,0.4701,0.5989
S1457,0.7206,0.0513,0.8647
S1458,0.4346,0.4278,0.7777
S1459,0.5804,0.5496,0.3625
S1460,0.6942,0.1413,0.4799
S1461,0.9051,0.3367,0.7222
S1462,0.3738,0.3742,0.4719
S1463,0.6484,0.7129,0.3749
S1464,0.8641,0.3121,0.5397
S1465,0.2113,0.6383,0.4846
S1466,0.3772,0.4175,0.6639
S1467,0.9175,0.2591,0.8521
S1468,0.8603,0.1075,0.8016
S1469,0.763,0.3,0.623
S1470,0.67,0.6314,0.6102
S1471,0.5251,0.2929,0.7148
S1472,0.5362,0.5577,0.3552
S1473,0.7333,0.6299,0.3707
S1474,0.8901,0.6644,0.2618
S1475,0.8462,0.4564,0.4241
S1476,0.2112,0.5598,0.5564
S1477,0.5156,0.6518,0.3911
S1478,1.0,0.448,0.3756
S1479,0.4915,0.8888,0.5252
S1480,0.1744,0.3139,0.3486
S1481,0.4343,0.7962,0.2967
S1482,0.825,0.0,0.8085
S1483,0.5581,0.5688,0.3929
S1484,0.8548,0.5274,1.0
S1485,0.3166,0.2581,0.4601
S1486,0.8355,0.07,0.7724
S1487,0.644,0.6787,0.7692
S1488,0.465,0.2871,0.6574
S1489,1.0,0.3097,0.299
S1490,0.8226,0.1457,0.5232
S1491,0.4607,0.7194,0.7976
S1492,0.7418,0.4873,0.5606
S1493,0.9012,0.349,1.0
S1494,0.6287,0.5902,0.6255
S1495,0.7157,0.3773,0.6211
S1496,0.5236,0.5776,0.8237
S1497,0.4604,0.8621,0.4367
S1498,0.3324,0.0258,0.6457
S1499,0.7884,0.1917,0.702
S1500,0.3702,0.8404,0.619
S1501,0.5538,0.6532,0.1134
S1502,0.984,0.5561,0.7
S1503,0.2616,0.9249,0.4775
S1504,0.7008,0.6437,0.4814
S1505,0.4086,0.3914,0.3421
S1506,0.6815,0.552,0.348
S1507,0.6164,0.0,0.4857
S1508,0.4191,0.3153,0.3954
S1509,1.0,0.5164,0.6207
S1510,0.501,0.7599,0.5059
S1511,0.7627,0.1753,0.5508
S1512,0.7552,0.2414,0.9795
S1513,0.1592,0.481,0.6944
S1514,0.4922,0.4815,0.3296
S1515,0.7447,0.2071,0.8483
S1516,0.8432,0.2809,0.666
S1517,0.3446,0.8336,0.3759
S1518,0.6084,0.574,0.4675
S1519,0.402,0.7278,0.5058
S1520,0.2997,0.78,0.4188
S1521,0.9043,0.3956,0.7094
S1522,0.5831,0.3357,0.2547
S1523,0.5482,0.4986,0.4405
S1524,0.4054,0.609,0.2876
S1525,0.1919,0.5642,0.5804
S1526,0.5331,0.7954,0.227
S1527,0.5022,0.4305,0.7627
S1528,0.9138,0.1985,0.8296
S1529,0.453,0.6561,0.4093
S1530,0.8382,0.1723,0.935
S1531,0.6113,0.361,0.6521
S1532,0.9018,0.3047,0.5303
S1533,0.6585,0.2907,0.7675
S1534,1.0,0.3461,0.5925
S1535,0.8624,0.3692,0.6817
S1536,0.8183,0.3627,0.6728
S1537,0.8752,0.8469,0.3646
S1538,0.668,0.5119,0.462
S1539,0.5313,0.902,0.596
S1540,0.1293,0.4956,0.5121
S1541,0.7422,0.5971,0.4277
S1542,0.7686,0.4912,0.3743
S1543,0.328,0.7349,0.4119
S1544,0.8187,0.8765,0.4587
S1545,0.5492,0.2069,0.8238
S1546,0.632,0.4177,0.7974
S1547,0.8427,0.5359,0.4503
S1548,0.8931,0.5351,0.8146
S1549,0.4207,0.4225,0.2889
S1550,0.4852,0.854,0.3923
S1551,0.7824,0.514,0.905
S1552,0.517,0.1912,0.49
